mV,mV,mV,mV,mV
-2.921286574,-1.921286574,-0.921286574,0.078713426,1.078713426
-2.945447319,-1.945447319,-0.945447319,0.054552681,1.054552681
-2.991244553,-1.991244553,-0.991244553,0.008755447,1.008755447
-3.046056991,-2.046056991,-1.046056991,-0.046056991,0.953943009
-3.124308959,-2.124308959,-1.124308959,-0.124308959,0.875691041
-3.15315761,-2.15315761,-1.15315761,-0.15315761,0.84684239
-3.16686072,-2.16686072,-1.16686072,-0.16686072,0.83313928
-3.183448694,-2.183448694,-1.183448694,-0.183448694,0.816551306
-3.172991058,-2.172991058,-1.172991058,-0.172991058,0.827008942
-3.100869429,-2.100869429,-1.100869429,-0.100869429,0.899130571
-3.016126515,-2.016126515,-1.016126515,-0.016126515,0.983873485
-2.992326378,-1.992326378,-0.992326378,0.007673622,1.007673622
-2.912992586,-1.912992586,-0.912992586,0.087007414,1.087007414
-2.846640688,-1.846640688,-0.846640688,0.153359312,1.153359312
-2.827528456,-1.827528456,-0.827528456,0.172471544,1.172471544
-2.80156467,-1.80156467,-0.80156467,0.19843533,1.19843533
-2.791467642,-1.791467642,-0.791467642,0.208532358,1.208532358
-2.768388721,-1.768388721,-0.768388721,0.231611279,1.231611279
-2.766225072,-1.766225072,-0.766225072,0.233774928,1.233774928
-2.802285886,-1.802285886,-0.802285886,0.197714114,1.197714114
-2.906141032,-1.906141032,-0.906141032,0.093858968,1.093858968
-2.945447319,-1.945447319,-0.945447319,0.054552681,1.054552681
-2.980426309,-1.980426309,-0.980426309,0.019573691,1.019573691
-3.074184427,-2.074184427,-1.074184427,-0.074184427,0.925815573
-3.114572539,-2.114572539,-1.114572539,-0.114572539,0.885427461
-3.127554432,-2.127554432,-1.127554432,-0.127554432,0.872445568
-3.145945447,-2.145945447,-1.145945447,-0.145945447,0.854054553
-3.173351666,-2.173351666,-1.173351666,-0.173351666,0.826648334
-3.180203221,-2.180203221,-1.180203221,-0.180203221,0.819796779
-3.123227134,-2.123227134,-1.123227134,-0.123227134,0.876772866
-3.008914353,-2.008914353,-1.008914353,-0.008914353,0.991085647
-2.98799908,-1.98799908,-0.98799908,0.01200092,1.01200092
-2.963838335,-1.963838335,-0.963838335,0.036161665,1.036161665
-2.85204981,-1.85204981,-0.85204981,0.14795019,1.14795019
-2.812022306,-1.812022306,-0.812022306,0.187977694,1.187977694
-2.802285886,-1.802285886,-0.802285886,0.197714114,1.197714114
-2.786419128,-1.786419128,-0.786419128,0.213580872,1.213580872
-2.775961492,-1.775961492,-0.775961492,0.224038508,1.224038508
-2.785697911,-1.785697911,-0.785697911,0.214302089,1.214302089
-2.815988996,-1.815988996,-0.815988996,0.184011004,1.184011004
-2.793270682,-1.793270682,-0.793270682,0.206729318,1.206729318
-2.789303993,-1.789303993,-0.789303993,0.210696007,1.210696007
-2.759734125,-1.759734125,-0.759734125,0.240265875,1.240265875
-2.757209868,-1.757209868,-0.757209868,0.242790132,1.242790132
-2.808776833,-1.808776833,-0.808776833,0.191223167,1.191223167
-2.907944072,-1.907944072,-0.907944072,0.092055928,1.092055928
-2.934989683,-1.934989683,-0.934989683,0.065010317,1.065010317
-2.971771714,-1.971771714,-0.971771714,0.028228286,1.028228286
-3.070578345,-2.070578345,-1.070578345,-0.070578345,0.929421655
-3.109884633,-2.109884633,-1.109884633,-0.109884633,0.890115367
-3.138012068,-2.138012068,-1.138012068,-0.138012068,0.861987932
-3.153878826,-2.153878826,-1.153878826,-0.153878826,0.846121174
-3.171188017,-2.171188017,-1.171188017,-0.171188017,0.828811983
-3.171188017,-2.171188017,-1.171188017,-0.171188017,0.828811983
-3.159287949,-2.159287949,-1.159287949,-0.159287949,0.840712051
-3.03848422,-2.03848422,-1.03848422,-0.03848422,0.96151578
-3.03848422,-2.03848422,-1.03848422,-0.03848422,0.96151578
-3.03848422,-2.03848422,-1.03848422,-0.03848422,0.96151578
-3.03848422,-2.03848422,-1.03848422,-0.03848422,0.96151578
-3.03848422,-2.03848422,-1.03848422,-0.03848422,0.96151578
-3.03848422,-2.03848422,-1.03848422,-0.03848422,0.96151578
-2.821758726,-1.821758726,-0.821758726,0.178241274,1.178241274
-2.784616087,-1.784616087,-0.784616087,0.215383913,1.215383913
-2.784616087,-1.784616087,-0.784616087,0.215383913,1.215383913
-2.784616087,-1.784616087,-0.784616087,0.215383913,1.215383913
-2.784616087,-1.784616087,-0.784616087,0.215383913,1.215383913
-2.784616087,-1.784616087,-0.784616087,0.215383913,1.215383913
-2.97249293,-1.97249293,-0.97249293,0.02750707,1.02750707
-3.046417599,-2.046417599,-1.046417599,-0.046417599,0.953582401
-3.127554432,-2.127554432,-1.127554432,-0.127554432,0.872445568
-3.161090989,-2.161090989,-1.161090989,-0.161090989,0.838909011
-3.164697071,-2.164697071,-1.164697071,-0.164697071,0.835302929
-3.160009165,-2.160009165,-1.160009165,-0.160009165,0.839990835
-3.180563829,-2.180563829,-1.180563829,-0.180563829,0.819436171
-3.191382073,-2.191382073,-1.191382073,-0.191382073,0.808617927
-3.092575442,-2.092575442,-1.092575442,-0.092575442,0.907424558
-3.018290164,-2.018290164,-1.018290164,-0.018290164,0.981709836
-3.00747192,-2.00747192,-1.00747192,-0.00747192,0.99252808
-2.911910762,-1.911910762,-0.911910762,0.088089238,1.088089238
-2.844116431,-1.844116431,-0.844116431,0.155883569,1.155883569
-2.793991899,-1.793991899,-0.793991899,0.206008101,1.206008101
-2.803367711,-1.803367711,-0.803367711,0.196632289,1.196632289
-2.775961492,-1.775961492,-0.775961492,0.224038508,1.224038508
-2.746752232,-1.746752232,-0.746752232,0.253247768,1.253247768
-2.746752232,-1.746752232,-0.746752232,0.253247768,1.253247768
-2.746752232,-1.746752232,-0.746752232,0.253247768,1.253247768
-2.746752232,-1.746752232,-0.746752232,0.253247768,1.253247768
-2.958068604,-1.958068604,-0.958068604,0.041931396,1.041931396
-2.963838335,-1.963838335,-0.963838335,0.036161665,1.036161665
-3.073823818,-2.073823818,-1.073823818,-0.073823818,0.926176182
-3.073823818,-2.073823818,-1.073823818,-0.073823818,0.926176182
-3.073823818,-2.073823818,-1.073823818,-0.073823818,0.926176182
-3.073823818,-2.073823818,-1.073823818,-0.073823818,0.926176182
-3.186694167,-2.186694167,-1.186694167,-0.186694167,0.813305833
-3.204003358,-2.204003358,-1.204003358,-0.204003358,0.795996642
-3.146306055,-2.146306055,-1.146306055,-0.146306055,0.853693945
-3.100508821,-2.100508821,-1.100508821,-0.100508821,0.899491179
-3.014323475,-2.014323475,-1.014323475,-0.014323475,0.985676525
-3.005668879,-2.005668879,-1.005668879,-0.005668879,0.994331121
-2.931022993,-1.931022993,-0.931022993,0.068977007,1.068977007
-2.841592174,-1.841592174,-0.841592174,0.158407826,1.158407826
-2.82284055,-1.82284055,-0.82284055,0.17715945,1.17715945
-2.813464739,-1.813464739,-0.813464739,0.186535261,1.186535261
-2.778485749,-1.778485749,-0.778485749,0.221514251,1.221514251
-2.808416225,-1.808416225,-0.808416225,0.191583775,1.191583775
-2.938595764,-1.938595764,-0.938595764,0.061404236,1.061404236
-2.947971576,-1.947971576,-0.947971576,0.052028424,1.052028424
-2.968886849,-1.968886849,-0.968886849,0.031113151,1.031113151
-3.037763004,-2.037763004,-1.037763004,-0.037763004,0.962236996
-3.129357473,-2.129357473,-1.129357473,-0.129357473,0.870642527
-3.152797002,-2.152797002,-1.152797002,-0.152797002,0.847202998
-3.147748488,-2.147748488,-1.147748488,-0.147748488,0.852251512
-3.162533422,-2.162533422,-1.162533422,-0.162533422,0.837466578
-3.189939641,-2.189939641,-1.189939641,-0.189939641,0.810060359
-3.185972951,-2.185972951,-1.185972951,-0.185972951,0.814027049
-3.185972951,-2.185972951,-1.185972951,-0.185972951,0.814027049
-3.01720834,-2.01720834,-1.01720834,-0.01720834,0.98279166
-2.988359688,-1.988359688,-0.988359688,0.011640312,1.011640312
-2.988359688,-1.988359688,-0.988359688,0.011640312,1.011640312
-2.988359688,-1.988359688,-0.988359688,0.011640312,1.011640312
-2.988359688,-1.988359688,-0.988359688,0.011640312,1.011640312
-2.988359688,-1.988359688,-0.988359688,0.011640312,1.011640312
-2.774879667,-1.774879667,-0.774879667,0.225120333,1.225120333
-2.755406827,-1.755406827,-0.755406827,0.244593173,1.244593173
-2.755406827,-1.755406827,-0.755406827,0.244593173,1.244593173
-2.755406827,-1.755406827,-0.755406827,0.244593173,1.244593173
-2.755406827,-1.755406827,-0.755406827,0.244593173,1.244593173
-2.755406827,-1.755406827,-0.755406827,0.244593173,1.244593173
-2.755406827,-1.755406827,-0.755406827,0.244593173,1.244593173
-3.05218733,-2.05218733,-1.05218733,-0.05218733,0.94781267
-3.132963554,-2.132963554,-1.132963554,-0.132963554,0.867036446
-3.162172814,-2.162172814,-1.162172814,-0.162172814,0.837827186
-3.180563829,-2.180563829,-1.180563829,-0.180563829,0.819436171
-3.198594236,-2.198594236,-1.198594236,-0.198594236,0.801405764
-3.209412481,-2.209412481,-1.209412481,-0.209412481,0.790587519
-3.186694167,-2.186694167,-1.186694167,-0.186694167,0.813305833
-3.037041788,-2.037041788,-1.037041788,-0.037041788,0.962958212
-3.03848422,-2.03848422,-1.03848422,-0.03848422,0.96151578
-3.011078001,-2.011078001,-1.011078001,-0.011078001,0.988921999
-2.90253495,-1.90253495,-0.90253495,0.09746505,1.09746505
-2.841231566,-1.841231566,-0.841231566,0.158768434,1.158768434
-2.822119334,-1.822119334,-0.822119334,0.177880666,1.177880666
-2.803728319,-1.803728319,-0.803728319,0.196271681,1.196271681
-2.78786156,-1.78786156,-0.78786156,0.21213844,1.21213844
-2.769470545,-1.769470545,-0.769470545,0.230529455,1.230529455
-2.769470545,-1.769470545,-0.769470545,0.230529455,1.230529455
-2.769470545,-1.769470545,-0.769470545,0.230529455,1.230529455
-2.769470545,-1.769470545,-0.769470545,0.230529455,1.230529455
-2.769470545,-1.769470545,-0.769470545,0.230529455,1.230529455
-3.024781111,-2.024781111,-1.024781111,-0.024781111,0.975218889
-3.024781111,-2.024781111,-1.024781111,-0.024781111,0.975218889
-3.024781111,-2.024781111,-1.024781111,-0.024781111,0.975218889
-3.024781111,-2.024781111,-1.024781111,-0.024781111,0.975218889
-3.024781111,-2.024781111,-1.024781111,-0.024781111,0.975218889
-3.024781111,-2.024781111,-1.024781111,-0.024781111,0.975218889
-3.163975854,-2.163975854,-1.163975854,-0.163975854,0.836024146
-3.163975854,-2.163975854,-1.163975854,-0.163975854,0.836024146
-3.030550841,-2.030550841,-1.030550841,-0.030550841,0.969449159
-3.007832528,-2.007832528,-1.007832528,-0.007832528,0.992167472
-2.978623268,-1.978623268,-0.978623268,0.021376732,1.021376732
-2.978623268,-1.978623268,-0.978623268,0.021376732,1.021376732
-2.814907171,-1.814907171,-0.814907171,0.185092829,1.185092829
-2.814907171,-1.814907171,-0.814907171,0.185092829,1.185092829
-2.814907171,-1.814907171,-0.814907171,0.185092829,1.185092829
-2.814907171,-1.814907171,-0.814907171,0.185092829,1.185092829
-2.814907171,-1.814907171,-0.814907171,0.185092829,1.185092829
-2.814907171,-1.814907171,-0.814907171,0.185092829,1.185092829
-2.944365495,-1.944365495,-0.944365495,0.055634505,1.055634505
-2.996653676,-1.996653676,-0.996653676,0.003346324,1.003346324
-3.104114903,-2.104114903,-1.104114903,-0.104114903,0.895885097
-3.163254638,-2.163254638,-1.163254638,-0.163254638,0.836745362
-3.179842613,-2.179842613,-1.179842613,-0.179842613,0.820157387
-3.175154707,-2.175154707,-1.175154707,-0.175154707,0.824845293
-3.200757885,-2.200757885,-1.200757885,-0.200757885,0.799242115
-3.2191489,-2.2191489,-1.2191489,-0.2191489,0.7808511
-3.163615246,-2.163615246,-1.163615246,-0.163615246,0.836384754
-3.059760101,-2.059760101,-1.059760101,-0.059760101,0.940239899
-3.059760101,-2.059760101,-1.059760101,-0.059760101,0.940239899
-3.020453813,-2.020453813,-1.020453813,-0.020453813,0.979546187
-2.892437922,-1.892437922,-0.892437922,0.107562078,1.107562078
-2.892437922,-1.892437922,-0.892437922,0.107562078,1.107562078
-2.892437922,-1.892437922,-0.892437922,0.107562078,1.107562078
-2.892437922,-1.892437922,-0.892437922,0.107562078,1.107562078
-2.892437922,-1.892437922,-0.892437922,0.107562078,1.107562078
-2.768028112,-1.768028112,-0.768028112,0.231971888,1.231971888
-2.773437235,-1.773437235,-0.773437235,0.226562765,1.226562765
-2.773437235,-1.773437235,-0.773437235,0.226562765,1.226562765
-2.773437235,-1.773437235,-0.773437235,0.226562765,1.226562765
-2.773437235,-1.773437235,-0.773437235,0.226562765,1.226562765
-2.773437235,-1.773437235,-0.773437235,0.226562765,1.226562765
-3.120702877,-2.120702877,-1.120702877,-0.120702877,0.879297123
-3.136569635,-2.136569635,-1.136569635,-0.136569635,0.863430365
-3.157484908,-2.157484908,-1.157484908,-0.157484908,0.842515092
-3.173351666,-2.173351666,-1.173351666,-0.173351666,0.826648334
-3.185972951,-2.185972951,-1.185972951,-0.185972951,0.814027049
-3.16866376,-2.16866376,-1.16866376,-0.16866376,0.83133624
-3.100508821,-2.100508821,-1.100508821,-0.100508821,0.899491179
-3.019732597,-2.019732597,-1.019732597,-0.019732597,0.980267403
-3.01143861,-2.01143861,-1.01143861,-0.01143861,0.98856139
-2.848443728,-1.848443728,-0.848443728,0.151556272,1.151556272
-2.828970889,-1.828970889,-0.828970889,0.171029111,1.171029111
-2.816349604,-1.816349604,-0.816349604,0.183650396,1.183650396
-2.825364807,-1.825364807,-0.825364807,0.174635193,1.174635193
-2.790025209,-1.790025209,-0.790025209,0.209974791,1.209974791
-2.803367711,-1.803367711,-0.803367711,0.196632289,1.196632289
-2.821398118,-1.821398118,-0.821398118,0.178601882,1.178601882
-2.821398118,-1.821398118,-0.821398118,0.178601882,1.178601882
-2.821398118,-1.821398118,-0.821398118,0.178601882,1.178601882
-2.821398118,-1.821398118,-0.821398118,0.178601882,1.178601882
-3.140896933,-2.140896933,-1.140896933,-0.140896933,0.859103067
-3.140896933,-2.140896933,-1.140896933,-0.140896933,0.859103067
-3.17263045,-2.17263045,-1.17263045,-0.17263045,0.82736955
-3.17263045,-2.17263045,-1.17263045,-0.17263045,0.82736955
-3.17263045,-2.17263045,-1.17263045,-0.17263045,0.82736955
-3.20183971,-2.20183971,-1.20183971,-0.20183971,0.79816029
-3.20183971,-2.20183971,-1.20183971,-0.20183971,0.79816029
-3.103754294,-2.103754294,-1.103754294,-0.103754294,0.896245706
-3.007111312,-2.007111312,-1.007111312,-0.007111312,0.992888688
-2.993408202,-1.993408202,-0.993408202,0.006591798,1.006591798
-2.927416912,-1.927416912,-0.927416912,0.072583088,1.072583088
-2.841592174,-1.841592174,-0.841592174,0.158407826,1.158407826
-2.818513253,-1.818513253,-0.818513253,0.181486747,1.181486747
-2.786779736,-1.786779736,-0.786779736,0.213220264,1.213220264
-2.7763221,-1.7763221,-0.7763221,0.2236779,1.2236779
-2.753603787,-1.753603787,-0.753603787,0.246396213,1.246396213
-2.795073723,-1.795073723,-0.795073723,0.204926277,1.204926277
-2.894962179,-1.894962179,-0.894962179,0.105037821,1.105037821
-2.938235156,-1.938235156,-0.938235156,0.061764844,1.061764844
-2.974656579,-1.974656579,-0.974656579,0.025343421,1.025343421
-3.066611656,-2.066611656,-1.066611656,-0.066611656,0.933388344
-3.116736188,-2.116736188,-1.116736188,-0.116736188,0.883263812
-3.138372676,-2.138372676,-1.138372676,-0.138372676,0.861627324
-3.177678964,-2.177678964,-1.177678964,-0.177678964,0.822321036
-3.198954844,-2.198954844,-1.198954844,-0.198954844,0.801045156
-3.189579033,-2.189579033,-1.189579033,-0.189579033,0.810420967
-3.189579033,-2.189579033,-1.189579033,-0.189579033,0.810420967
-3.189579033,-2.189579033,-1.189579033,-0.189579033,0.810420967
-3.189579033,-2.189579033,-1.189579033,-0.189579033,0.810420967
-3.009274961,-2.009274961,-1.009274961,-0.009274961,0.990725039
-2.890634881,-1.890634881,-0.890634881,0.109365119,1.109365119
-2.841592174,-1.841592174,-0.841592174,0.158407826,1.158407826
-2.841592174,-1.841592174,-0.841592174,0.158407826,1.158407826
-2.817792036,-1.817792036,-0.817792036,0.182207964,1.182207964
-2.817792036,-1.817792036,-0.817792036,0.182207964,1.182207964
-2.79182825,-1.79182825,-0.79182825,0.20817175,1.20817175
-2.877652988,-1.877652988,-0.877652988,0.122347012,1.122347012
-2.877652988,-1.877652988,-0.877652988,0.122347012,1.122347012
-2.877652988,-1.877652988,-0.877652988,0.122347012,1.122347012
-2.877652988,-1.877652988,-0.877652988,0.122347012,1.122347012
-2.877652988,-1.877652988,-0.877652988,0.122347012,1.122347012
-2.877652988,-1.877652988,-0.877652988,0.122347012,1.122347012
-3.139093892,-2.139093892,-1.139093892,-0.139093892,0.860906108
-3.143060582,-2.143060582,-1.143060582,-0.143060582,0.856939418
-3.180563829,-2.180563829,-1.180563829,-0.180563829,0.819436171
-3.179842613,-2.179842613,-1.179842613,-0.179842613,0.820157387
-3.14919092,-2.14919092,-1.14919092,-0.14919092,0.85080908
-3.04822064,-2.04822064,-1.04822064,-0.04822064,0.95177936
-2.989802121,-1.989802121,-0.989802121,0.010197879,1.010197879
-2.971771714,-1.971771714,-0.971771714,0.028228286,1.028228286
-2.917680492,-1.917680492,-0.917680492,0.082319508,1.082319508
-2.830052713,-1.830052713,-0.830052713,0.169947287,1.169947287
-2.808416225,-1.808416225,-0.808416225,0.191583775,1.191583775
-2.799401021,-1.799401021,-0.799401021,0.200598979,1.200598979
-2.77235541,-1.77235541,-0.77235541,0.22764459,1.22764459
-2.765503855,-1.765503855,-0.765503855,0.234496145,1.234496145
-2.803728319,-1.803728319,-0.803728319,0.196271681,1.196271681
-2.91623806,-1.91623806,-0.91623806,0.08376194,1.08376194
-2.91623806,-1.91623806,-0.91623806,0.08376194,1.08376194
-2.91623806,-1.91623806,-0.91623806,0.08376194,1.08376194
-2.91623806,-1.91623806,-0.91623806,0.08376194,1.08376194
-3.139454501,-2.139454501,-1.139454501,-0.139454501,0.860545499
-3.159287949,-2.159287949,-1.159287949,-0.159287949,0.840712051
-3.165057679,-2.165057679,-1.165057679,-0.165057679,0.834942321
-3.163254638,-2.163254638,-1.163254638,-0.163254638,0.836745362
-3.163254638,-2.163254638,-1.163254638,-0.163254638,0.836745362
-3.163254638,-2.163254638,-1.163254638,-0.163254638,0.836745362
-3.163254638,-2.163254638,-1.163254638,-0.163254638,0.836745362
-3.038123612,-2.038123612,-1.038123612,-0.038123612,0.961876388
-3.020093205,-2.020093205,-1.020093205,-0.020093205,0.979906795
-3.003144622,-2.003144622,-1.003144622,-0.003144622,0.996855378
-2.90650164,-1.90650164,-0.90650164,0.09349836,1.09349836
-2.853492243,-1.853492243,-0.853492243,0.146507757,1.146507757
-2.800482845,-1.800482845,-0.800482845,0.199517155,1.199517155
-2.788943385,-1.788943385,-0.788943385,0.211056615,1.211056615
-2.788943385,-1.788943385,-0.788943385,0.211056615,1.211056615
-2.788943385,-1.788943385,-0.788943385,0.211056615,1.211056615
-2.788943385,-1.788943385,-0.788943385,0.211056615,1.211056615
-2.788943385,-1.788943385,-0.788943385,0.211056615,1.211056615
-2.946889752,-1.946889752,-0.946889752,0.053110248,1.053110248
-3.021535638,-2.021535638,-1.021535638,-0.021535638,0.978464362
-3.112048282,-2.112048282,-1.112048282,-0.112048282,0.887951718
-3.134766595,-2.134766595,-1.134766595,-0.134766595,0.865233405
-3.13368477,-2.13368477,-1.13368477,-0.13368477,0.86631523
-3.159648557,-2.159648557,-1.159648557,-0.159648557,0.840351443
-3.179842613,-2.179842613,-1.179842613,-0.179842613,0.820157387
-3.129718081,-2.129718081,-1.129718081,-0.129718081,0.870281919
-3.043532734,-2.043532734,-1.043532734,-0.043532734,0.956467266
-3.006390096,-2.006390096,-1.006390096,-0.006390096,0.993609904
-3.006390096,-2.006390096,-1.006390096,-0.006390096,0.993609904
-3.006390096,-2.006390096,-1.006390096,-0.006390096,0.993609904
-2.858180148,-1.858180148,-0.858180148,0.141819852,1.141819852
-2.823561767,-1.823561767,-0.823561767,0.176438233,1.176438233
-2.823201158,-1.823201158,-0.823201158,0.176798842,1.176798842
-2.823201158,-1.823201158,-0.823201158,0.176798842,1.176798842
-2.789303993,-1.789303993,-0.789303993,0.210696007,1.210696007
-2.789303993,-1.789303993,-0.789303993,0.210696007,1.210696007
-2.862868054,-1.862868054,-0.862868054,0.137131946,1.137131946
-2.961674686,-1.961674686,-0.961674686,0.038325314,1.038325314
-2.961674686,-1.961674686,-0.961674686,0.038325314,1.038325314
-2.961674686,-1.961674686,-0.961674686,0.038325314,1.038325314
-2.961674686,-1.961674686,-0.961674686,0.038325314,1.038325314
-2.961674686,-1.961674686,-0.961674686,0.038325314,1.038325314
-3.16686072,-2.16686072,-1.16686072,-0.16686072,0.83313928
-3.204724575,-2.204724575,-1.204724575,-0.204724575,0.795275425
-3.200036669,-2.200036669,-1.200036669,-0.200036669,0.799963331
-3.185612343,-2.185612343,-1.185612343,-0.185612343,0.814387657
-3.165778895,-2.165778895,-1.165778895,-0.165778895,0.834221105
-3.062284358,-2.062284358,-1.062284358,-0.062284358,0.937715642
-3.0287478,-2.0287478,-1.0287478,-0.0287478,0.9712522
-2.994129419,-1.994129419,-0.994129419,0.005870581,1.005870581
-2.859983189,-1.859983189,-0.859983189,0.140016811,1.140016811
-2.827528456,-1.827528456,-0.827528456,0.172471544,1.172471544
-2.818152644,-1.818152644,-0.818152644,0.181847356,1.181847356
-2.815988996,-1.815988996,-0.815988996,0.184011004,1.184011004
-2.77812514,-1.77812514,-0.77812514,0.22187486,1.22187486
-2.775240275,-1.775240275,-0.775240275,0.224759725,1.224759725
-2.855295283,-1.855295283,-0.855295283,0.144704717,1.144704717
-2.939316981,-1.939316981,-0.939316981,0.060683019,1.060683019
-2.939316981,-1.939316981,-0.939316981,0.060683019,1.060683019
-2.939316981,-1.939316981,-0.939316981,0.060683019,1.060683019
-3.144503015,-2.144503015,-1.144503015,-0.144503015,0.855496985
-3.157845516,-2.157845516,-1.157845516,-0.157845516,0.842154484
-3.14919092,-2.14919092,-1.14919092,-0.14919092,0.85080908
-3.14919092,-2.14919092,-1.14919092,-0.14919092,0.85080908
-3.14919092,-2.14919092,-1.14919092,-0.14919092,0.85080908
-3.14919092,-2.14919092,-1.14919092,-0.14919092,0.85080908
-3.14919092,-2.14919092,-1.14919092,-0.14919092,0.85080908
-3.022256854,-2.022256854,-1.022256854,-0.022256854,0.977743146
-3.022256854,-2.022256854,-1.022256854,-0.022256854,0.977743146
-2.951577658,-1.951577658,-0.951577658,0.048422342,1.048422342
-2.863589271,-1.863589271,-0.863589271,0.136410729,1.136410729
-2.8383467,-1.8383467,-0.8383467,0.1616533,1.1616533
-2.825725415,-1.825725415,-0.825725415,0.174274585,1.174274585
-2.8073344,-1.8073344,-0.8073344,0.1926656,1.1926656
-2.8073344,-1.8073344,-0.8073344,0.1926656,1.1926656
-2.8073344,-1.8073344,-0.8073344,0.1926656,1.1926656
-2.925253263,-1.925253263,-0.925253263,0.074746737,1.074746737
-2.974295971,-1.974295971,-0.974295971,0.025704029,1.025704029
-2.99376881,-1.99376881,-0.99376881,0.00623119,1.00623119
-3.104475511,-2.104475511,-1.104475511,-0.104475511,0.895524489
-3.139093892,-2.139093892,-1.139093892,-0.139093892,0.860906108
-3.166139503,-2.166139503,-1.166139503,-0.166139503,0.833860497
-3.170466801,-2.170466801,-1.170466801,-0.170466801,0.829533199
-3.185612343,-2.185612343,-1.185612343,-0.185612343,0.814387657
-3.19390633,-2.19390633,-1.19390633,-0.19390633,0.80609367
-3.172991058,-2.172991058,-1.172991058,-0.172991058,0.827008942
-3.109163417,-2.109163417,-1.109163417,-0.109163417,0.890836583
-3.007832528,-2.007832528,-1.007832528,-0.007832528,0.992167472
-2.99196577,-1.99196577,-0.99196577,0.00803423,1.00803423
-2.978983877,-1.978983877,-0.978983877,0.021016123,1.021016123
-2.817792036,-1.817792036,-0.817792036,0.182207964,1.182207964
-2.808416225,-1.808416225,-0.808416225,0.191583775,1.191583775
-2.781010006,-1.781010006,-0.781010006,0.218989994,1.218989994
-2.765143247,-1.765143247,-0.765143247,0.234856753,1.234856753
-2.749637097,-1.749637097,-0.749637097,0.250362903,1.250362903
-2.751440138,-1.751440138,-0.751440138,0.248559862,1.248559862
-2.829331497,-1.829331497,-0.829331497,0.170668503,1.170668503
-2.885946975,-1.885946975,-0.885946975,0.114053025,1.114053025
-2.930301777,-1.930301777,-0.930301777,0.069698223,1.069698223
-2.930301777,-1.930301777,-0.930301777,0.069698223,1.069698223
-2.930301777,-1.930301777,-0.930301777,0.069698223,1.069698223
-2.930301777,-1.930301777,-0.930301777,0.069698223,1.069698223
-3.150633353,-2.150633353,-1.150633353,-0.150633353,0.849366647
-3.154960651,-2.154960651,-1.154960651,-0.154960651,0.845039349
-3.182006262,-2.182006262,-1.182006262,-0.182006262,0.817993738
-3.182006262,-2.182006262,-1.182006262,-0.182006262,0.817993738
-3.154960651,-2.154960651,-1.154960651,-0.154960651,0.845039349
-3.060841925,-2.060841925,-1.060841925,-0.060841925,0.939158075
-3.013962867,-2.013962867,-1.013962867,-0.013962867,0.986037133
-3.00747192,-2.00747192,-1.00747192,-0.00747192,0.99252808
-2.948332184,-1.948332184,-0.948332184,0.051667816,1.051667816
-2.838707309,-1.838707309,-0.838707309,0.161292691,1.161292691
-2.841231566,-1.841231566,-0.841231566,0.158768434,1.158768434
-2.824643591,-1.824643591,-0.824643591,0.175356409,1.175356409
-2.805891968,-1.805891968,-0.805891968,0.194108032,1.194108032
-2.788222168,-1.788222168,-0.788222168,0.211777832,1.211777832
-2.810219265,-1.810219265,-0.810219265,0.189780735,1.189780735
-2.910468329,-1.910468329,-0.910468329,0.089531671,1.089531671
-2.947610968,-1.947610968,-0.947610968,0.052389032,1.052389032
-2.947610968,-1.947610968,-0.947610968,0.052389032,1.052389032
-2.947610968,-1.947610968,-0.947610968,0.052389032,1.052389032
-2.947610968,-1.947610968,-0.947610968,0.052389032,1.052389032
-3.137290852,-2.137290852,-1.137290852,-0.137290852,0.862709148
-3.143781798,-2.143781798,-1.143781798,-0.143781798,0.856218202
-3.165778895,-2.165778895,-1.165778895,-0.165778895,0.834221105
-3.165778895,-2.165778895,-1.165778895,-0.165778895,0.834221105
-3.165778895,-2.165778895,-1.165778895,-0.165778895,0.834221105
-3.165778895,-2.165778895,-1.165778895,-0.165778895,0.834221105
-3.021896246,-2.021896246,-1.021896246,-0.021896246,0.978103754
-2.995932459,-1.995932459,-0.995932459,0.004067541,1.004067541
-2.995932459,-1.995932459,-0.995932459,0.004067541,1.004067541
-2.995932459,-1.995932459,-0.995932459,0.004067541,1.004067541
-2.847722512,-1.847722512,-0.847722512,0.152277488,1.152277488
-2.81310413,-1.81310413,-0.81310413,0.18689587,1.18689587
-2.79759798,-1.79759798,-0.79759798,0.20240202,1.20240202
-2.777043316,-1.777043316,-0.777043316,0.222956684,1.222956684
-2.777043316,-1.777043316,-0.777043316,0.222956684,1.222956684
-2.777043316,-1.777043316,-0.777043316,0.222956684,1.222956684
-2.959150429,-1.959150429,-0.959150429,0.040849571,1.040849571
-2.98222935,-1.98222935,-0.98222935,0.01777065,1.01777065
-3.039926653,-2.039926653,-1.039926653,-0.039926653,0.960073347
-3.124669567,-2.124669567,-1.124669567,-0.124669567,0.875330433
-3.168303152,-2.168303152,-1.168303152,-0.168303152,0.831696848
-3.182727478,-2.182727478,-1.182727478,-0.182727478,0.817272522
-3.204724575,-2.204724575,-1.204724575,-0.204724575,0.795275425
-3.210494305,-2.210494305,-1.210494305,-0.210494305,0.789505695
-3.207970048,-2.207970048,-1.207970048,-0.207970048,0.792029952
-3.182006262,-2.182006262,-1.182006262,-0.182006262,0.817993738
