mV,m/(s^2),m/(s^2),m/(s^2),kOhms,BPM,yyyy/mm/dd hh:mm:ss.000
1252.747253,6.13253012,-0.240963855,7.771084337,1280.204833,58.6259542,51:25.5
1241.758242,6.144578313,-0.240963855,7.759036145,1280.204833,58.6259542,51:25.6
1229.304029,6.156626506,-0.204819277,7.759036145,1280.204833,58.6259542,51:25.6
1219.047619,6.144578313,-0.204819277,7.746987952,1280.204833,58.6259542,51:25.6
1212.454212,6.156626506,-0.21686747,7.759036145,1280.204833,58.6259542,51:25.6
1207.326007,6.120481928,-0.228915663,7.759036145,1280.204833,58.6259542,51:25.6
1205.128205,6.13253012,-0.228915663,7.759036145,1280.204833,58.6259542,51:25.6
1205.860806,6.108433735,-0.21686747,7.759036145,1280.204833,58.6259542,51:25.6
1205.860806,6.120481928,-0.21686747,7.746987952,1280.204833,58.6259542,51:25.6
1209.52381,6.144578313,-0.204819277,7.734939759,1280.204833,58.6259542,51:25.6
1216.117216,6.180722892,-0.204819277,7.746987952,1280.204833,58.6259542,51:25.6
1227.106227,6.156626506,-0.228915663,7.734939759,1280.204833,58.6259542,51:25.6
1247.619048,6.180722892,-0.204819277,7.746987952,1280.204833,58.6259542,51:25.6
1275.457875,6.168674699,-0.204819277,7.746987952,1280.952291,58.6259542,51:25.6
1313.553114,6.156626506,-0.21686747,7.746987952,1280.204833,58.6259542,51:25.7
1360.43956,6.13253012,-0.240963855,7.746987952,1280.952291,58.6259542,51:25.7
1416.849817,6.108433735,-0.21686747,7.746987952,1280.204833,58.6259542,51:25.7
1482.051282,6.108433735,-0.240963855,7.746987952,1280.204833,58.6259542,51:25.7
1550.18315,6.144578313,-0.240963855,7.722891566,1280.204833,58.6259542,51:25.7
1626.373626,6.144578313,-0.253012048,7.746987952,1280.952291,58.6259542,51:25.7
1701.831502,6.144578313,-0.253012048,7.771084337,1280.952291,58.6259542,51:25.7
1774.358974,6.156626506,-0.21686747,7.746987952,1280.204833,58.6259542,51:25.7
1842.490842,6.156626506,-0.21686747,7.759036145,1280.204833,58.6259542,51:25.7
1900.3663,6.168674699,-0.204819277,7.746987952,1280.204833,58.6259542,51:25.7
1947.252747,6.168674699,-0.21686747,7.722891566,1280.952291,58.6259542,51:25.7
1983.882784,6.156626506,-0.204819277,7.734939759,1280.952291,58.6259542,51:25.7
2009.52381,6.13253012,-0.228915663,7.746987952,1279.458247,58.6259542,51:25.8
2021.245421,6.13253012,-0.204819277,7.746987952,1280.204833,58.6259542,51:25.8
2022.710623,6.156626506,-0.21686747,7.746987952,1280.952291,58.6259542,51:25.8
2015.384615,6.13253012,-0.228915663,7.759036145,1280.952291,62.43902439,51:25.8
2003.663004,6.108433735,-0.21686747,7.746987952,1280.204833,62.43902439,51:25.8
1986.813187,6.108433735,-0.228915663,7.746987952,1280.204833,62.43902439,51:25.8
1967.765568,6.13253012,-0.204819277,7.734939759,1280.204833,62.43902439,51:25.8
1945.054945,6.13253012,-0.240963855,7.746987952,1280.204833,62.43902439,51:25.8
1922.344322,6.156626506,-0.21686747,7.734939759,1280.204833,62.43902439,51:25.8
1896.703297,6.13253012,-0.228915663,7.746987952,1280.204833,62.43902439,51:25.8
1868.131868,6.120481928,-0.204819277,7.759036145,1280.204833,62.43902439,51:25.8
1841.025641,6.120481928,-0.228915663,7.759036145,1279.458247,62.43902439,51:25.8
1809.52381,6.108433735,-0.228915663,7.771084337,1280.204833,62.43902439,51:25.8
1780.21978,6.096385542,-0.240963855,7.771084337,1280.204833,62.43902439,51:25.9
1752.380952,6.108433735,-0.240963855,7.759036145,1280.204833,62.43902439,51:25.9
1726.739927,6.120481928,-0.240963855,7.771084337,1280.204833,62.43902439,51:25.9
1702.564103,6.13253012,-0.228915663,7.759036145,1280.204833,62.43902439,51:25.9
1682.783883,6.156626506,-0.228915663,7.722891566,1280.204833,62.43902439,51:25.9
1666.666667,6.180722892,-0.21686747,7.746987952,1280.204833,62.43902439,51:25.9
1655.677656,6.168674699,-0.192771084,7.734939759,1280.204833,62.43902439,51:25.9
1649.084249,6.180722892,-0.204819277,7.746987952,1280.204833,62.43902439,51:25.9
1646.153846,6.168674699,-0.204819277,7.746987952,1280.204833,62.43902439,51:25.9
1647.619048,6.13253012,-0.21686747,7.734939759,1280.204833,62.43902439,51:25.9
1648.351648,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:25.9
1649.81685,6.084337349,-0.21686747,7.759036145,1280.204833,62.43902439,51:25.9
1651.282051,6.096385542,-0.21686747,7.759036145,1280.204833,62.43902439,51:25.9
1649.81685,6.096385542,-0.240963855,7.759036145,1280.204833,62.43902439,51:26.0
1649.084249,6.108433735,-0.265060241,7.746987952,1279.458247,62.43902439,51:26.0
1644.688645,6.120481928,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.0
1638.827839,6.13253012,-0.240963855,7.746987952,1280.204833,62.43902439,51:26.0
1633.699634,6.13253012,-0.240963855,7.746987952,1280.952291,62.43902439,51:26.0
1624.908425,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.0
1612.454212,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.0
1599.267399,6.156626506,-0.228915663,7.771084337,1280.952291,62.43902439,51:26.0
1584.615385,6.156626506,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.0
1569.230769,6.156626506,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.0
1551.648352,6.156626506,-0.204819277,7.759036145,1280.204833,62.43902439,51:26.0
1532.600733,6.156626506,-0.21686747,7.746987952,1280.952291,62.43902439,51:26.0
1513.553114,6.156626506,-0.21686747,7.734939759,1280.204833,62.43902439,51:26.0
1494.505495,6.144578313,-0.21686747,7.734939759,1280.204833,62.43902439,51:26.1
1476.190476,6.13253012,-0.240963855,7.746987952,1280.204833,62.43902439,51:26.1
1459.340659,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.1
1443.956044,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.1
1431.501832,6.13253012,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.1
1418.315018,6.13253012,-0.228915663,7.771084337,1280.204833,62.43902439,51:26.1
1407.326007,6.13253012,-0.21686747,7.734939759,1280.952291,62.43902439,51:26.1
1398.534799,6.156626506,-0.21686747,7.734939759,1280.204833,62.43902439,51:26.1
1390.47619,6.144578313,-0.21686747,7.734939759,1280.204833,62.43902439,51:26.1
1383.150183,6.144578313,-0.204819277,7.734939759,1280.204833,62.43902439,51:26.1
1375.824176,6.144578313,-0.240963855,7.734939759,1280.204833,62.43902439,51:26.1
1369.96337,6.144578313,-0.21686747,7.734939759,1280.204833,62.43902439,51:26.1
1361.904762,6.156626506,-0.204819277,7.771084337,1280.204833,62.43902439,51:26.1
1353.113553,6.144578313,-0.21686747,7.759036145,1280.204833,62.43902439,51:26.2
1347.252747,6.13253012,-0.204819277,7.746987952,1280.952291,62.43902439,51:26.2
1340.659341,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.2
1334.065934,6.13253012,-0.228915663,7.746987952,1280.952291,62.43902439,51:26.2
1329.67033,6.13253012,-0.240963855,7.746987952,1280.204833,62.43902439,51:26.2
1324.542125,6.156626506,-0.240963855,7.734939759,1280.204833,62.43902439,51:26.2
1319.413919,6.120481928,-0.21686747,7.759036145,1280.204833,62.43902439,51:26.2
1314.285714,6.120481928,-0.240963855,7.746987952,1279.458247,62.43902439,51:26.2
1307.692308,6.120481928,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.2
1296.703297,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.2
1284.981685,6.13253012,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.2
1274.725275,6.13253012,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.2
1265.934066,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.3
1258.608059,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.3
1252.747253,6.13253012,-0.21686747,7.746987952,1280.952291,62.43902439,51:26.3
1245.421245,6.13253012,-0.204819277,7.746987952,1280.204833,62.43902439,51:26.3
1240.29304,6.144578313,-0.204819277,7.746987952,1280.204833,62.43902439,51:26.3
1237.362637,6.13253012,-0.192771084,7.759036145,1280.204833,62.43902439,51:26.3
1235.897436,6.13253012,-0.204819277,7.734939759,1280.204833,62.43902439,51:26.3
1234.432234,6.13253012,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.3
1235.164835,6.13253012,-0.204819277,7.746987952,1280.204833,62.43902439,51:26.3
1235.164835,6.108433735,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.3
1236.630037,6.156626506,-0.228915663,7.734939759,1279.458247,62.43902439,51:26.3
1238.095238,6.13253012,-0.228915663,7.746987952,1280.204833,62.43902439,51:26.3
1240.29304,6.108433735,-0.204819277,7.759036145,1280.204833,62.43902439,51:26.3
1240.29304,6.120481928,-0.228915663,7.746987952,1280.204833,62.43902439,51:26.4
1241.025641,6.13253012,-0.204819277,7.771084337,1280.952291,62.43902439,51:26.4
1241.758242,6.144578313,-0.240963855,7.734939759,1280.204833,62.43902439,51:26.4
1241.758242,6.120481928,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.4
1243.223443,6.144578313,-0.228915663,7.734939759,1280.952291,62.43902439,51:26.4
1243.956044,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.4
1243.956044,6.13253012,-0.228915663,7.746987952,1280.204833,62.43902439,51:26.4
1243.956044,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.4
1241.758242,6.144578313,-0.228915663,7.746987952,1280.204833,62.43902439,51:26.4
1241.025641,6.13253012,-0.204819277,7.759036145,1280.952291,62.43902439,51:26.4
1240.29304,6.13253012,-0.240963855,7.746987952,1280.204833,62.43902439,51:26.4
1238.095238,6.144578313,-0.228915663,7.746987952,1280.204833,62.43902439,51:26.4
1237.362637,6.13253012,-0.240963855,7.746987952,1280.952291,62.43902439,51:26.4
1237.362637,6.144578313,-0.204819277,7.759036145,1279.458247,62.43902439,51:26.5
1237.362637,6.13253012,-0.204819277,7.734939759,1280.204833,62.43902439,51:26.5
1239.56044,6.168674699,-0.204819277,7.722891566,1280.204833,62.43902439,51:26.5
1238.095238,6.144578313,-0.204819277,7.759036145,1280.204833,62.43902439,51:26.5
1235.897436,6.120481928,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.5
1232.967033,6.108433735,-0.21686747,7.759036145,1279.458247,62.43902439,51:26.5
1227.838828,6.108433735,-0.240963855,7.759036145,1280.204833,62.43902439,51:26.5
1224.908425,6.120481928,-0.240963855,7.759036145,1280.204833,62.43902439,51:26.5
1219.047619,6.156626506,-0.228915663,7.771084337,1280.204833,62.43902439,51:26.5
1213.186813,6.144578313,-0.204819277,7.746987952,1280.204833,62.43902439,51:26.5
1206.593407,6.144578313,-0.204819277,7.759036145,1279.458247,62.43902439,51:26.5
1202.930403,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.5
1205.128205,6.120481928,-0.21686747,7.746987952,1279.458247,62.43902439,51:26.5
1208.058608,6.120481928,-0.228915663,7.759036145,1280.204833,62.43902439,51:26.6
1213.919414,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.6
1223.443223,6.144578313,-0.228915663,7.746987952,1280.204833,62.43902439,51:26.6
1235.897436,6.156626506,-0.192771084,7.746987952,1280.204833,62.43902439,51:26.6
1254.212454,6.156626506,-0.192771084,7.734939759,1280.204833,62.43902439,51:26.6
1280.586081,6.180722892,-0.192771084,7.722891566,1280.204833,62.43902439,51:26.6
1314.285714,6.180722892,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.6
1358.974359,6.168674699,-0.204819277,7.746987952,1280.204833,62.43902439,51:26.6
1417.582418,6.120481928,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.6
1484.249084,6.13253012,-0.228915663,7.746987952,1279.458247,62.43902439,51:26.6
1559.70696,6.120481928,-0.240963855,7.746987952,1280.204833,62.43902439,51:26.6
1641.025641,6.120481928,-0.228915663,7.734939759,1280.204833,62.43902439,51:26.6
1723.076923,6.120481928,-0.228915663,7.734939759,1279.458247,62.43902439,51:26.6
1802.197802,6.13253012,-0.240963855,7.759036145,1280.204833,62.43902439,51:26.7
1873.260073,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:26.7
1934.798535,6.156626506,-0.21686747,7.759036145,1279.458247,62.43902439,51:26.7
1987.545788,6.156626506,-0.204819277,7.746987952,1280.204833,62.43902439,51:26.7
2029.304029,6.168674699,-0.21686747,7.746987952,1279.458247,62.43902439,51:26.7
2062.271062,6.144578313,-0.204819277,7.759036145,1279.458247,62.43902439,51:26.7
2084.249084,6.144578313,-0.204819277,7.759036145,1280.204833,62.43902439,51:26.7
2098.168498,6.144578313,-0.204819277,7.759036145,1279.458247,62.43902439,51:26.7
2107.692308,6.120481928,-0.192771084,7.734939759,1279.458247,62.43902439,51:26.7
2108.424908,6.156626506,-0.21686747,7.759036145,1280.204833,62.43902439,51:26.7
2101.098901,6.13253012,-0.240963855,7.771084337,1279.458247,64,51:26.7
2089.377289,6.120481928,-0.204819277,7.746987952,1280.204833,64,51:26.7
2073.260073,6.144578313,-0.204819277,7.734939759,1279.458247,64,51:26.8
2054.212454,6.120481928,-0.228915663,7.746987952,1280.204833,64,51:26.8
2032.234432,6.144578313,-0.240963855,7.746987952,1279.458247,64,51:26.8
2005.128205,6.156626506,-0.21686747,7.746987952,1279.458247,64,51:26.8
1972.893773,6.168674699,-0.204819277,7.746987952,1279.458247,64,51:26.8
1941.391941,6.144578313,-0.21686747,7.722891566,1279.458247,64,51:26.8
1907.692308,6.120481928,-0.228915663,7.746987952,1279.458247,64,51:26.8
1873.260073,6.096385542,-0.228915663,7.746987952,1279.458247,64,51:26.8
1841.025641,6.084337349,-0.228915663,7.746987952,1279.458247,64,51:26.8
1810.25641,6.108433735,-0.240963855,7.759036145,1279.458247,64,51:26.8
1783.150183,6.13253012,-0.21686747,7.746987952,1279.458247,64,51:26.8
1759.70696,6.13253012,-0.21686747,7.746987952,1278.712531,64,51:26.8
1738.461538,6.156626506,-0.204819277,7.759036145,1279.458247,64,51:26.8
1720.879121,6.180722892,-0.204819277,7.734939759,1279.458247,64,51:26.9
1709.89011,6.180722892,-0.192771084,7.734939759,1280.204833,64,51:26.9
1701.831502,6.180722892,-0.192771084,7.746987952,1279.458247,64,51:26.9
1697.435897,6.168674699,-0.21686747,7.734939759,1279.458247,64,51:26.9
1698.168498,6.144578313,-0.21686747,7.746987952,1280.204833,64,51:26.9
1698.901099,6.120481928,-0.21686747,7.759036145,1279.458247,64,51:26.9
1699.6337,6.13253012,-0.228915663,7.746987952,1279.458247,64,51:26.9
1701.831502,6.108433735,-0.228915663,7.759036145,1279.458247,64,51:26.9
1701.098901,6.108433735,-0.228915663,7.771084337,1279.458247,64,51:26.9
1698.901099,6.096385542,-0.240963855,7.759036145,1279.458247,64,51:26.9
1695.238095,6.120481928,-0.228915663,7.746987952,1279.458247,64,51:26.9
1687.179487,6.120481928,-0.21686747,7.746987952,1279.458247,64,51:26.9
1678.388278,6.13253012,-0.21686747,7.746987952,1279.458247,64,51:26.9
1666.666667,6.156626506,-0.228915663,7.746987952,1279.458247,64,51:27.0
1653.479853,6.144578313,-0.21686747,7.734939759,1279.458247,64,51:27.0
1640.29304,6.144578313,-0.21686747,7.746987952,1278.712531,64,51:27.0
1626.373626,6.156626506,-0.228915663,7.746987952,1279.458247,64,51:27.0
1611.721612,6.156626506,-0.228915663,7.734939759,1279.458247,64,51:27.0
1596.336996,6.156626506,-0.21686747,7.746987952,1279.458247,64,51:27.0
1577.289377,6.156626506,-0.204819277,7.746987952,1279.458247,64,51:27.0
1558.241758,6.144578313,-0.21686747,7.734939759,1279.458247,64,51:27.0
1538.461538,6.168674699,-0.240963855,7.746987952,1279.458247,64,51:27.0
1520.14652,6.156626506,-0.21686747,7.734939759,1278.712531,64,51:27.0
1505.494505,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.0
1493.040293,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.0
1480.586081,6.13253012,-0.228915663,7.746987952,1279.458247,64,51:27.0
1467.399267,6.156626506,-0.204819277,7.759036145,1279.458247,64,51:27.1
1453.479853,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.1
1439.56044,6.13253012,-0.228915663,7.746987952,1279.458247,64,51:27.1
1422.710623,6.13253012,-0.21686747,7.746987952,1280.204833,64,51:27.1
1408.058608,6.144578313,-0.228915663,7.746987952,1280.204833,64,51:27.1
1390.47619,6.180722892,-0.228915663,7.734939759,1279.458247,64,51:27.1
1372.893773,6.156626506,-0.240963855,7.734939759,1279.458247,64,51:27.1
1358.241758,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.1
1342.857143,6.156626506,-0.21686747,7.746987952,1279.458247,64,51:27.1
1329.67033,6.156626506,-0.21686747,7.746987952,1279.458247,64,51:27.1
1318.681319,6.13253012,-0.228915663,7.734939759,1279.458247,64,51:27.1
1308.424908,6.13253012,-0.21686747,7.746987952,1279.458247,64,51:27.1
1300.3663,6.13253012,-0.228915663,7.734939759,1279.458247,64,51:27.1
1293.040293,6.144578313,-0.228915663,7.734939759,1279.458247,64,51:27.2
1287.912088,6.144578313,-0.228915663,7.746987952,1279.458247,64,51:27.2
1284.249084,6.13253012,-0.228915663,7.722891566,1279.458247,64,51:27.2
1281.318681,6.168674699,-0.228915663,7.734939759,1278.712531,64,51:27.2
1279.85348,6.156626506,-0.228915663,7.734939759,1279.458247,64,51:27.2
1279.120879,6.13253012,-0.204819277,7.746987952,1279.458247,64,51:27.2
1278.388278,6.13253012,-0.228915663,7.734939759,1279.458247,64,51:27.2
1277.655678,6.144578313,-0.21686747,7.734939759,1279.458247,64,51:27.2
1275.457875,6.156626506,-0.228915663,7.746987952,1279.458247,64,51:27.2
1271.062271,6.168674699,-0.240963855,7.734939759,1280.204833,64,51:27.2
1260.07326,6.144578313,-0.228915663,7.746987952,1279.458247,64,51:27.2
1250.549451,6.144578313,-0.228915663,7.746987952,1279.458247,64,51:27.2
1239.56044,6.156626506,-0.21686747,7.734939759,1279.458247,64,51:27.3
1231.501832,6.156626506,-0.228915663,7.734939759,1279.458247,64,51:27.3
1225.641026,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.3
1227.106227,6.144578313,-0.228915663,7.722891566,1279.458247,64,51:27.3
1229.304029,6.13253012,-0.21686747,7.759036145,1279.458247,64,51:27.3
1232.234432,6.120481928,-0.21686747,7.734939759,1279.458247,64,51:27.3
1235.164835,6.156626506,-0.21686747,7.759036145,1279.458247,64,51:27.3
1236.630037,6.144578313,-0.228915663,7.746987952,1280.204833,64,51:27.3
1236.630037,6.144578313,-0.240963855,7.746987952,1279.458247,64,51:27.3
1233.699634,6.13253012,-0.204819277,7.734939759,1280.204833,64,51:27.3
1231.501832,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.3
1227.106227,6.156626506,-0.21686747,7.734939759,1279.458247,64,51:27.3
1223.443223,6.144578313,-0.21686747,7.734939759,1279.458247,64,51:27.3
1218.315018,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.4
1215.384615,6.13253012,-0.21686747,7.759036145,1279.458247,64,51:27.4
1211.721612,6.13253012,-0.21686747,7.759036145,1279.458247,64,51:27.4
1208.058608,6.13253012,-0.21686747,7.746987952,1279.458247,64,51:27.4
1206.593407,6.13253012,-0.228915663,7.746987952,1280.204833,64,51:27.4
1206.593407,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.4
1204.395604,6.144578313,-0.228915663,7.746987952,1279.458247,64,51:27.4
1200.732601,6.13253012,-0.21686747,7.746987952,1280.204833,64,51:27.4
1198.534799,6.144578313,-0.228915663,7.734939759,1280.204833,64,51:27.4
1197.069597,6.144578313,-0.21686747,7.734939759,1280.204833,64,51:27.4
1195.604396,6.168674699,-0.192771084,7.734939759,1279.458247,64,51:27.4
1194.871795,6.180722892,-0.21686747,7.722891566,1279.458247,64,51:27.4
1194.139194,6.156626506,-0.21686747,7.734939759,1279.458247,64,51:27.4
1192.673993,6.13253012,-0.204819277,7.734939759,1279.458247,64,51:27.5
1191.208791,6.120481928,-0.21686747,7.746987952,1279.458247,64,51:27.5
1189.010989,6.120481928,-0.253012048,7.759036145,1279.458247,64,51:27.5
1186.813187,6.13253012,-0.21686747,7.759036145,1280.204833,64,51:27.5
1184.615385,6.13253012,-0.228915663,7.746987952,1279.458247,64,51:27.5
1183.882784,6.144578313,-0.204819277,7.746987952,1279.458247,64,51:27.5
1182.417582,6.168674699,-0.228915663,7.734939759,1279.458247,64,51:27.5
1181.684982,6.168674699,-0.192771084,7.722891566,1279.458247,64,51:27.5
1178.754579,6.168674699,-0.21686747,7.746987952,1279.458247,64,51:27.5
1176.556777,6.168674699,-0.21686747,7.746987952,1280.204833,64,51:27.5
1174.358974,6.156626506,-0.21686747,7.746987952,1279.458247,64,51:27.5
1175.824176,6.144578313,-0.240963855,7.734939759,1279.458247,64,51:27.5
1180.21978,6.156626506,-0.21686747,7.746987952,1280.204833,64,51:27.5
1191.941392,6.144578313,-0.21686747,7.746987952,1279.458247,64,51:27.6
1210.989011,6.156626506,-0.204819277,7.734939759,1279.458247,64,51:27.6
1241.025641,6.156626506,-0.204819277,7.722891566,1280.204833,64,51:27.6
1281.318681,6.156626506,-0.204819277,7.746987952,1279.458247,64,51:27.6
1334.065934,6.156626506,-0.21686747,7.746987952,1280.204833,64,51:27.6
1397.802198,6.13253012,-0.21686747,7.746987952,1279.458247,64,51:27.6
1472.527473,6.120481928,-0.240963855,7.734939759,1280.204833,64,51:27.6
1553.846154,6.120481928,-0.240963855,7.746987952,1279.458247,64,51:27.6
1638.827839,6.13253012,-0.228915663,7.746987952,1280.204833,64,51:27.6
1723.076923,6.13253012,-0.240963855,7.746987952,1280.204833,64,51:27.6
1801.465201,6.144578313,-0.228915663,7.746987952,1280.204833,64,51:27.6
1869.59707,6.156626506,-0.21686747,7.734939759,1280.204833,64,51:27.6
1929.67033,6.156626506,-0.228915663,7.746987952,1279.458247,64,51:27.6
1980.21978,6.180722892,-0.21686747,7.746987952,1280.204833,64,51:27.7
2020.512821,6.180722892,-0.204819277,7.734939759,1280.204833,64,51:27.7
2045.421245,6.168674699,-0.192771084,7.734939759,1280.204833,64,51:27.7
2059.340659,6.144578313,-0.192771084,7.746987952,1280.204833,64,51:27.7
2063.736264,6.144578313,-0.204819277,7.759036145,1280.204833,64,51:27.7
2059.340659,6.144578313,-0.228915663,7.759036145,1279.458247,62.43902439,51:27.7
2049.084249,6.13253012,-0.204819277,7.734939759,1280.204833,62.43902439,51:27.7
2032.234432,6.13253012,-0.21686747,7.746987952,1280.204833,62.43902439,51:27.7
2011.721612,6.13253012,-0.228915663,7.746987952,1279.458247,62.43902439,51:27.7
1988.278388,6.13253012,-0.228915663,7.746987952,1280.204833,62.43902439,51:27.7
1961.172161,6.13253012,-0.240963855,7.734939759,1280.204833,62.43902439,51:27.7
1933.333333,6.144578313,-0.204819277,7.746987952,1280.204833,62.43902439,51:27.7
1904.761905,6.156626506,-0.21686747,7.734939759,1279.458247,62.43902439,51:27.8
1874.725275,6.120481928,-0.240963855,7.746987952,1279.458247,62.43902439,51:27.8
1843.223443,6.120481928,-0.192771084,7.734939759,1280.204833,62.43902439,51:27.8
1810.989011,6.084337349,-0.228915663,7.759036145,1280.204833,62.43902439,51:27.8
1778.021978,6.096385542,-0.240963855,7.746987952,1280.204833,62.43902439,51:27.8
1748.717949,6.120481928,-0.21686747,7.759036145,1280.204833,62.43902439,51:27.8
1721.611722,6.156626506,-0.228915663,7.759036145,1280.204833,62.43902439,51:27.8
1698.901099,6.144578313,-0.228915663,7.722891566,1279.458247,62.43902439,51:27.8
1680.586081,6.180722892,-0.204819277,7.722891566,1279.458247,62.43902439,51:27.8
1670.32967,6.180722892,-0.204819277,7.722891566,1280.204833,62.43902439,51:27.8
1662.271062,6.204819277,-0.180722892,7.734939759,1279.458247,62.43902439,51:27.8
1663.736264,6.180722892,-0.21686747,7.734939759,1279.458247,62.43902439,51:27.8
1666.666667,6.13253012,-0.204819277,7.746987952,1279.458247,62.43902439,51:27.8
1675.457875,6.120481928,-0.228915663,7.746987952,1280.204833,62.43902439,51:27.9
1686.446886,6.096385542,-0.228915663,7.759036145,1280.204833,62.43902439,51:27.9
1694.505495,6.096385542,-0.228915663,7.759036145,1280.204833,62.43902439,51:27.9
1700.3663,6.096385542,-0.253012048,7.759036145,1279.458247,62.43902439,51:27.9
1701.098901,6.108433735,-0.253012048,7.746987952,1280.204833,62.43902439,51:27.9
1701.831502,6.13253012,-0.228915663,7.734939759,1280.204833,62.43902439,51:27.9
1697.435897,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:27.9
1689.377289,6.168674699,-0.253012048,7.734939759,1279.458247,62.43902439,51:27.9
1678.388278,6.144578313,-0.21686747,7.746987952,1279.458247,62.43902439,51:27.9
1663.736264,6.156626506,-0.21686747,7.759036145,1280.952291,62.43902439,51:27.9
1646.153846,6.156626506,-0.204819277,7.746987952,1280.204833,62.43902439,51:27.9
1624.908425,6.156626506,-0.204819277,7.746987952,1280.204833,62.43902439,51:27.9
1600.732601,6.156626506,-0.21686747,7.722891566,1280.204833,62.43902439,51:27.9
1574.358974,6.156626506,-0.192771084,7.722891566,1280.204833,62.43902439,51:28.0
1548.717949,6.168674699,-0.240963855,7.734939759,1280.204833,62.43902439,51:28.0
1520.879121,6.156626506,-0.21686747,7.734939759,1280.204833,62.43902439,51:28.0
1494.505495,6.144578313,-0.204819277,7.734939759,1280.204833,62.43902439,51:28.0
1467.399267,6.13253012,-0.204819277,7.759036145,1280.204833,62.43902439,51:28.0
1442.490842,6.120481928,-0.204819277,7.746987952,1280.204833,62.43902439,51:28.0
1417.582418,6.13253012,-0.228915663,7.734939759,1280.204833,62.43902439,51:28.0
1395.604396,6.13253012,-0.21686747,7.734939759,1280.204833,62.43902439,51:28.0
1375.824176,6.13253012,-0.21686747,7.746987952,1280.204833,62.43902439,51:28.0
1359.70696,6.144578313,-0.204819277,7.746987952,1280.204833,62.43902439,51:28.0
1345.054945,6.144578313,-0.204819277,7.746987952,1280.204833,62.43902439,51:28.0
1334.798535,6.168674699,-0.204819277,7.722891566,1280.204833,62.43902439,51:28.0
1323.809524,6.13253012,-0.228915663,7.734939759,1280.204833,62.43902439,51:28.0
1313.553114,6.144578313,-0.21686747,7.746987952,1280.204833,62.43902439,51:28.1
1306.227106,6.144578313,-0.228915663,7.746987952,1281.700622,62.43902439,51:28.1
1299.6337,6.144578313,-0.21686747,7.746987952,1280.952291,62.43902439,51:28.1
1291.575092,6.144578313,-0.204819277,7.746987952,1280.204833,62.43902439,51:28.1
1286.446886,6.156626506,-0.204819277,7.734939759,1280.952291,62.43902439,51:28.1
1280.586081,6.144578313,-0.204819277,7.746987952,1280.952291,62.43902439,51:28.1
1276.923077,6.144578313,-0.192771084,7.759036145,1280.952291,62.43902439,51:28.1
1274.725275,6.144578313,-0.192771084,7.746987952,1280.952291,62.43902439,51:28.1
1276.923077,6.144578313,-0.228915663,7.746987952,1280.204833,62.43902439,51:28.1
1276.923077,6.156626506,-0.21686747,7.734939759,1280.952291,62.43902439,51:28.1
1275.457875,6.144578313,-0.204819277,7.746987952,1280.952291,62.43902439,51:28.1
1272.527473,6.144578313,-0.21686747,7.759036145,1280.952291,62.43902439,51:28.1
1269.59707,6.13253012,-0.21686747,7.746987952,1280.204833,62.43902439,51:28.1
1263.736264,6.144578313,-0.21686747,7.771084337,1280.952291,62.43902439,51:28.2
