mV,mV,no units,yyyy/mm/dd hh:mm:ss.000
4.065090894,-2.049470504,128,36:03.1
4.065090894,-2.049470504,128,36:03.1
4.077400026,-2.049470504,128,36:03.1
4.077400026,-2.049470504,128,36:03.1
4.077400026,-2.052547787,128,36:03.1
4.077400026,-2.052547787,128,36:03.1
4.083554593,-2.058702353,128,36:03.1
4.083554593,-2.058702353,128,36:03.1
4.065090894,-2.049470504,128,36:03.1
4.065090894,-2.049470504,128,36:03.1
4.068168177,-2.052547787,128,36:03.1
4.068168177,-2.052547787,128,36:03.1
4.083554593,-2.046393221,128,36:03.1
4.083554593,-2.046393221,128,36:03.1
4.089709159,-2.037161372,128,36:03.1
4.089709159,-2.037161372,128,36:03.1
4.065090894,-2.046393221,128,36:03.1
4.065090894,-2.046393221,128,36:03.1
4.062013611,-2.052547787,128,36:03.1
4.062013611,-2.052547787,128,36:03.1
4.068168177,-2.040238655,128,36:03.1
4.068168177,-2.040238655,128,36:03.1
4.080477309,-2.031006806,128,36:03.1
4.080477309,-2.031006806,128,36:03.1
4.086631876,-2.040238655,128,36:03.1
4.086631876,-2.040238655,128,36:03.1
4.055859045,-2.049470504,128,36:03.1
4.055859045,-2.049470504,128,36:03.1
4.062013611,-2.049470504,128,36:03.1
4.062013611,-2.049470504,128,36:03.1
4.062013611,-2.049470504,128,36:03.1
4.098941008,-2.037161372,128,36:03.1
4.098941008,-2.037161372,128,36:03.1
4.074322743,-2.037161372,128,36:03.1
4.074322743,-2.037161372,128,36:03.1
4.058936328,-2.043315938,128,36:03.1
4.058936328,-2.043315938,128,36:03.1
4.065090894,-2.043315938,128,36:03.1
4.065090894,-2.043315938,128,36:03.1
4.068168177,-2.043315938,128,36:03.1
4.068168177,-2.043315938,128,36:03.1
4.074322743,-2.049470504,128,36:03.1
4.074322743,-2.049470504,128,36:03.1
4.077400026,-2.052547787,128,36:03.1
4.077400026,-2.052547787,128,36:03.1
4.074322743,-2.043315938,128,36:03.1
4.074322743,-2.043315938,128,36:03.1
4.083554593,-2.040238655,128,36:03.2
4.083554593,-2.040238655,128,36:03.2
4.080477309,-2.040238655,128,36:03.2
4.080477309,-2.040238655,128,36:03.2
4.07124546,-2.043315938,128,36:03.2
4.07124546,-2.043315938,128,36:03.2
4.065090894,-2.046393221,128,36:03.2
4.065090894,-2.046393221,128,36:03.2
4.065090894,-2.046393221,128,36:03.2
4.065090894,-2.046393221,128,36:03.2
4.068168177,-2.046393221,128,36:03.2
4.068168177,-2.046393221,128,36:03.2
4.07124546,-2.043315938,128,36:03.2
4.07124546,-2.043315938,128,36:03.2
4.077400026,-2.040238655,128,36:03.2
4.077400026,-2.040238655,128,36:03.2
4.07124546,-2.058702353,128,36:03.2
4.07124546,-2.058702353,128,36:03.2
4.065090894,-2.061779636,128,36:03.2
4.065090894,-2.061779636,128,36:03.2
4.07124546,-2.040238655,128,36:03.2
4.07124546,-2.040238655,128,36:03.2
4.07124546,-2.040238655,128,36:03.2
4.083554593,-2.031006806,128,36:03.2
4.083554593,-2.031006806,128,36:03.2
4.080477309,-2.037161372,128,36:03.2
4.080477309,-2.037161372,128,36:03.2
4.074322743,-2.058702353,128,36:03.2
4.074322743,-2.058702353,128,36:03.2
4.092786442,-2.064856919,128,36:03.2
4.092786442,-2.064856919,128,36:03.2
4.080477309,-2.037161372,128,36:03.2
4.080477309,-2.037161372,128,36:03.2
4.055859045,-2.027929523,128,36:03.2
4.055859045,-2.027929523,128,36:03.2
4.065090894,-2.043315938,128,36:03.2
4.065090894,-2.043315938,128,36:03.2
4.080477309,-2.058702353,128,36:03.2
4.080477309,-2.058702353,128,36:03.2
4.074322743,-2.043315938,128,36:03.2
4.074322743,-2.043315938,128,36:03.2
4.058936328,-2.034084089,128,36:03.2
4.058936328,-2.034084089,128,36:03.2
4.068168177,-2.037161372,128,36:03.2
4.068168177,-2.037161372,128,36:03.2
4.077400026,-2.043315938,128,36:03.2
4.077400026,-2.043315938,128,36:03.2
4.089709159,-2.043315938,128,36:03.2
4.089709159,-2.043315938,128,36:03.2
4.068168177,-2.043315938,128,36:03.2
4.068168177,-2.043315938,128,36:03.2
4.052781762,-2.043315938,128,36:03.2
4.052781762,-2.043315938,128,36:03.3
4.07124546,-2.040238655,128,36:03.3
4.07124546,-2.040238655,128,36:03.3
4.083554593,-2.046393221,128,36:03.3
4.083554593,-2.046393221,128,36:03.3
4.083554593,-2.05562507,128,36:03.3
4.083554593,-2.05562507,128,36:03.3
4.065090894,-2.049470504,128,36:03.3
4.065090894,-2.049470504,128,36:03.3
4.068168177,-2.040238655,128,36:03.3
4.068168177,-2.040238655,128,36:03.3
4.068168177,-2.040238655,128,36:03.3
4.065090894,-2.040238655,128,36:03.3
4.065090894,-2.040238655,128,36:03.3
4.068168177,-2.046393221,128,36:03.3
4.068168177,-2.046393221,128,36:03.3
4.07124546,-2.049470504,128,36:03.3
4.07124546,-2.049470504,128,36:03.3
4.074322743,-2.046393221,128,36:03.3
4.074322743,-2.046393221,128,36:03.3
4.068168177,-2.043315938,128,36:03.3
4.068168177,-2.043315938,128,36:03.3
4.074322743,-2.043315938,128,36:03.3
4.074322743,-2.043315938,128,36:03.3
4.083554593,-2.043315938,128,36:03.3
4.083554593,-2.043315938,128,36:03.3
4.083554593,-2.043315938,128,36:03.3
4.083554593,-2.043315938,128,36:03.3
4.068168177,-2.064856919,128,36:03.3
4.068168177,-2.064856919,128,36:03.3
4.077400026,-2.077166051,128,36:03.3
4.077400026,-2.077166051,128,36:03.3
4.07124546,-2.040238655,128,36:03.3
4.07124546,-2.040238655,128,36:03.3
4.058936328,-2.027929523,128,36:03.3
4.058936328,-2.027929523,128,36:03.3
4.080477309,-2.037161372,128,36:03.3
4.080477309,-2.037161372,128,36:03.3
4.074322743,-2.043315938,128,36:03.3
4.074322743,-2.043315938,128,36:03.3
4.065090894,-2.049470504,128,36:03.3
4.065090894,-2.049470504,128,36:03.3
4.062013611,-2.043315938,128,36:03.3
4.062013611,-2.043315938,128,36:03.3
4.077400026,-2.037161372,128,36:03.3
4.077400026,-2.037161372,128,36:03.3
4.092786442,-2.040238655,128,36:03.3
4.092786442,-2.040238655,128,36:03.3
4.07124546,-2.049470504,128,36:03.3
4.07124546,-2.049470504,128,36:03.3
4.07124546,-2.049470504,128,36:03.3
4.052781762,-2.049470504,128,36:03.4
4.052781762,-2.049470504,128,36:03.4
4.07124546,-2.040238655,128,36:03.4
4.07124546,-2.040238655,128,36:03.4
4.074322743,-2.040238655,128,36:03.4
4.074322743,-2.040238655,128,36:03.4
4.077400026,-2.043315938,128,36:03.4
4.077400026,-2.043315938,128,36:03.4
4.074322743,-2.040238655,128,36:03.4
4.074322743,-2.040238655,128,36:03.4
4.068168177,-2.043315938,128,36:03.4
4.068168177,-2.043315938,128,36:03.4
4.058936328,-2.052547787,128,36:03.4
4.058936328,-2.052547787,128,36:03.4
4.052781762,-2.049470504,128,36:03.4
4.052781762,-2.049470504,128,36:03.4
4.074322743,-2.037161372,128,36:03.4
4.074322743,-2.037161372,128,36:03.4
4.089709159,-2.040238655,128,36:03.4
4.089709159,-2.040238655,128,36:03.4
4.080477309,-2.040238655,128,36:03.4
4.080477309,-2.040238655,128,36:03.4
4.074322743,-2.037161372,128,36:03.4
4.074322743,-2.037161372,128,36:03.4
4.080477309,-2.034084089,128,36:03.4
4.080477309,-2.034084089,128,36:03.4
4.07124546,-2.046393221,128,36:03.4
4.07124546,-2.046393221,128,36:03.4
4.083554593,-2.061779636,128,36:03.4
4.083554593,-2.061779636,128,36:03.4
4.065090894,-2.046393221,128,36:03.4
4.065090894,-2.046393221,128,36:03.4
4.058936328,-2.034084089,128,36:03.4
4.058936328,-2.034084089,128,36:03.4
4.07124546,-2.037161372,128,36:03.4
4.07124546,-2.037161372,128,36:03.4
4.083554593,-2.046393221,128,36:03.4
4.083554593,-2.046393221,128,36:03.4
4.083554593,-2.046393221,128,36:03.4
4.095863725,-2.043315938,128,36:03.4
4.095863725,-2.043315938,128,36:03.4
4.074322743,-2.049470504,128,36:03.4
4.074322743,-2.049470504,128,36:03.4
4.046627196,-2.049470504,128,36:03.4
4.046627196,-2.049470504,128,36:03.4
4.065090894,-2.027929523,128,36:03.4
4.065090894,-2.027929523,128,36:03.4
4.068168177,-2.021774957,128,36:03.4
4.068168177,-2.021774957,128,36:03.4
4.07124546,-2.034084089,128,36:03.4
4.07124546,-2.034084089,128,36:03.5
4.065090894,-2.034084089,128,36:03.5
4.065090894,-2.034084089,128,36:03.5
4.062013611,-2.031006806,128,36:03.5
4.062013611,-2.031006806,128,36:03.5
4.074322743,-2.031006806,128,36:03.5
4.074322743,-2.031006806,128,36:03.5
4.074322743,-2.034084089,128,36:03.5
4.074322743,-2.034084089,128,36:03.5
4.074322743,-2.031006806,128,36:03.5
4.074322743,-2.031006806,128,36:03.5
4.068168177,-2.031006806,128,36:03.5
4.068168177,-2.031006806,128,36:03.5
4.080477309,-2.031006806,128,36:03.5
4.080477309,-2.031006806,128,36:03.5
4.089709159,-2.034084089,128,36:03.5
4.089709159,-2.034084089,128,36:03.5
4.068168177,-2.043315938,128,36:03.5
4.068168177,-2.043315938,128,36:03.5
4.062013611,-2.058702353,128,36:03.5
4.062013611,-2.058702353,128,36:03.5
4.065090894,-2.037161372,128,36:03.5
4.065090894,-2.037161372,128,36:03.5
4.065090894,-2.01562039,128,36:03.5
4.065090894,-2.01562039,128,36:03.5
4.077400026,-2.021774957,128,36:03.5
4.077400026,-2.021774957,128,36:03.5
4.077400026,-2.021774957,128,36:03.5
4.083554593,-2.046393221,128,36:03.5
4.083554593,-2.046393221,128,36:03.5
4.077400026,-2.040238655,128,36:03.5
4.077400026,-2.040238655,128,36:03.5
4.083554593,-2.021774957,128,36:03.5
4.083554593,-2.021774957,128,36:03.5
4.080477309,-2.018697673,128,36:03.5
4.080477309,-2.018697673,128,36:03.5
4.065090894,-2.027929523,128,36:03.5
4.065090894,-2.027929523,128,36:03.5
4.07124546,-2.034084089,128,36:03.5
4.07124546,-2.034084089,128,36:03.5
4.068168177,-2.031006806,128,36:03.5
4.068168177,-2.031006806,128,36:03.5
4.077400026,-2.021774957,128,36:03.5
4.077400026,-2.021774957,128,36:03.5
4.07124546,-2.027929523,128,36:03.5
4.07124546,-2.027929523,128,36:03.5
4.062013611,-2.037161372,128,36:03.5
4.062013611,-2.037161372,128,36:03.5
4.083554593,-2.040238655,128,36:03.5
4.083554593,-2.040238655,128,36:03.5
4.074322743,-2.040238655,128,36:03.5
4.074322743,-2.040238655,128,36:03.5
4.058936328,-2.021774957,128,36:03.6
4.058936328,-2.021774957,128,36:03.6
4.068168177,-2.009465824,128,36:03.6
4.068168177,-2.009465824,128,36:03.6
4.07124546,-2.01562039,128,36:03.6
4.07124546,-2.01562039,128,36:03.6
4.074322743,-2.018697673,128,36:03.6
4.074322743,-2.018697673,128,36:03.6
4.07124546,-2.01562039,128,36:03.6
4.07124546,-2.01562039,128,36:03.6
4.077400026,-2.018697673,128,36:03.6
4.077400026,-2.018697673,128,36:03.6
4.080477309,-2.02485224,128,36:03.6
4.080477309,-2.02485224,128,36:03.6
4.068168177,-2.027929523,128,36:03.6
4.068168177,-2.027929523,128,36:03.6
4.068168177,-2.027929523,128,36:03.6
4.068168177,-2.043315938,128,36:03.6
4.068168177,-2.043315938,128,36:03.6
4.077400026,-2.046393221,128,36:03.6
4.077400026,-2.046393221,128,36:03.6
4.07124546,-2.02485224,128,36:03.6
4.07124546,-2.02485224,128,36:03.6
4.07124546,-2.012543107,128,36:03.6
4.07124546,-2.012543107,128,36:03.6
4.068168177,-2.027929523,128,36:03.6
4.068168177,-2.027929523,128,36:03.6
4.089709159,-2.046393221,128,36:03.6
4.089709159,-2.046393221,128,36:03.6
4.077400026,-2.05562507,128,36:03.6
4.077400026,-2.05562507,128,36:03.6
4.052781762,-2.046393221,128,36:03.6
4.052781762,-2.046393221,128,36:03.6
4.080477309,-2.02485224,128,36:03.6
4.080477309,-2.02485224,128,36:03.6
4.080477309,-2.006388541,128,36:03.6
4.080477309,-2.006388541,128,36:03.6
4.055859045,-2.006388541,128,36:03.6
4.055859045,-2.006388541,128,36:03.6
4.062013611,-2.012543107,128,36:03.6
4.062013611,-2.012543107,128,36:03.6
4.065090894,-2.012543107,128,36:03.6
4.065090894,-2.012543107,128,36:03.6
4.068168177,-2.021774957,128,36:03.6
4.068168177,-2.021774957,128,36:03.6
4.077400026,-2.031006806,128,36:03.6
4.077400026,-2.031006806,128,36:03.6
4.089709159,-2.040238655,128,36:03.6
4.089709159,-2.040238655,128,36:03.6
4.07124546,-2.034084089,128,36:03.6
4.07124546,-2.034084089,128,36:03.6
4.058936328,-2.027929523,128,36:03.7
4.058936328,-2.027929523,128,36:03.7
4.068168177,-2.021774957,128,36:03.7
4.068168177,-2.021774957,128,36:03.7
4.068168177,-2.021774957,128,36:03.7
4.07124546,-2.02485224,128,36:03.7
4.07124546,-2.02485224,128,36:03.7
4.080477309,-2.034084089,128,36:03.7
4.080477309,-2.034084089,128,36:03.7
4.07124546,-2.037161372,128,36:03.7
4.07124546,-2.037161372,128,36:03.7
4.07124546,-2.034084089,128,36:03.7
4.07124546,-2.034084089,128,36:03.7
4.065090894,-2.040238655,128,36:03.7
4.065090894,-2.040238655,128,36:03.7
4.068168177,-2.05562507,128,36:03.7
4.068168177,-2.05562507,128,36:03.7
4.065090894,-2.058702353,128,36:03.7
4.065090894,-2.058702353,128,36:03.7
4.095863725,-2.040238655,128,36:03.7
4.095863725,-2.040238655,128,36:03.7
4.092786442,-2.02485224,128,36:03.7
4.092786442,-2.02485224,128,36:03.7
4.046627196,-2.027929523,128,36:03.7
4.046627196,-2.027929523,128,36:03.7
4.062013611,-2.037161372,128,36:03.7
4.062013611,-2.037161372,128,36:03.7
4.07124546,-2.058702353,128,36:03.7
4.07124546,-2.058702353,128,36:03.7
4.068168177,-2.071011485,128,36:03.7
4.068168177,-2.071011485,128,36:03.7
4.065090894,-2.040238655,128,36:03.7
4.065090894,-2.040238655,128,36:03.7
4.07124546,-2.018697673,128,36:03.7
4.07124546,-2.018697673,128,36:03.7
4.077400026,-2.02485224,128,36:03.7
4.077400026,-2.02485224,128,36:03.7
4.080477309,-2.034084089,128,36:03.7
4.080477309,-2.034084089,128,36:03.7
4.086631876,-2.040238655,128,36:03.7
4.086631876,-2.040238655,128,36:03.7
4.058936328,-2.049470504,128,36:03.7
4.058936328,-2.049470504,128,36:03.7
4.058936328,-2.049470504,128,36:03.7
4.062013611,-2.034084089,128,36:03.7
4.062013611,-2.034084089,128,36:03.7
4.083554593,-2.034084089,128,36:03.7
4.083554593,-2.034084089,128,36:03.7
4.074322743,-2.043315938,128,36:03.7
4.074322743,-2.043315938,128,36:03.7
4.068168177,-2.043315938,128,36:03.7
4.068168177,-2.043315938,128,36:03.7
4.062013611,-2.043315938,128,36:03.8
4.062013611,-2.043315938,128,36:03.8
4.058936328,-2.043315938,128,36:03.8
4.058936328,-2.043315938,128,36:03.8
4.074322743,-2.040238655,128,36:03.8
4.074322743,-2.040238655,128,36:03.8
4.083554593,-2.043315938,128,36:03.8
4.083554593,-2.043315938,128,36:03.8
4.07124546,-2.046393221,128,36:03.8
4.07124546,-2.046393221,128,36:03.8
4.062013611,-2.046393221,128,36:03.8
4.062013611,-2.046393221,128,36:03.8
4.058936328,-2.046393221,128,36:03.8
4.058936328,-2.046393221,128,36:03.8
4.074322743,-2.046393221,128,36:03.8
4.074322743,-2.046393221,128,36:03.8
4.089709159,-2.052547787,128,36:03.8
4.089709159,-2.052547787,128,36:03.8
4.077400026,-2.058702353,128,36:03.8
4.077400026,-2.058702353,128,36:03.8
4.049704479,-2.052547787,128,36:03.8
4.049704479,-2.052547787,128,36:03.8
4.062013611,-2.049470504,128,36:03.8
4.062013611,-2.049470504,128,36:03.8
4.068168177,-2.05562507,128,36:03.8
4.068168177,-2.05562507,128,36:03.8
4.068168177,-2.046393221,128,36:03.8
4.068168177,-2.046393221,128,36:03.8
4.065090894,-2.046393221,128,36:03.8
4.065090894,-2.046393221,128,36:03.8
4.068168177,-2.067934202,128,36:03.8
4.068168177,-2.067934202,128,36:03.8
4.068168177,-2.067934202,128,36:03.8
4.065090894,-2.05562507,128,36:03.8
4.065090894,-2.05562507,128,36:03.8
4.074322743,-2.040238655,128,36:03.8
4.074322743,-2.040238655,128,36:03.8
4.086631876,-2.043315938,128,36:03.8
4.086631876,-2.043315938,128,36:03.8
4.083554593,-2.046393221,128,36:03.8
4.083554593,-2.046393221,128,36:03.8
4.062013611,-2.040238655,128,36:03.8
4.062013611,-2.040238655,128,36:03.8
4.07124546,-2.046393221,128,36:03.8
4.07124546,-2.046393221,128,36:03.8
4.068168177,-2.05562507,128,36:03.8
4.068168177,-2.05562507,128,36:03.8
4.058936328,-2.061779636,128,36:03.8
4.058936328,-2.061779636,128,36:03.8
4.068168177,-2.064856919,128,36:03.8
4.068168177,-2.064856919,128,36:03.8
4.074322743,-2.052547787,128,36:03.9
4.074322743,-2.052547787,128,36:03.9
4.068168177,-2.043315938,128,36:03.9
4.068168177,-2.043315938,128,36:03.9
4.065090894,-2.049470504,128,36:03.9
4.065090894,-2.049470504,128,36:03.9
4.068168177,-2.052547787,128,36:03.9
4.068168177,-2.052547787,128,36:03.9
4.07124546,-2.049470504,128,36:03.9
4.07124546,-2.049470504,128,36:03.9
4.086631876,-2.058702353,128,36:03.9
4.086631876,-2.058702353,128,36:03.9
4.065090894,-2.071011485,128,36:03.9
4.065090894,-2.071011485,128,36:03.9
4.068168177,-2.061779636,128,36:03.9
4.068168177,-2.061779636,128,36:03.9
4.074322743,-2.058702353,128,36:03.9
4.074322743,-2.058702353,128,36:03.9
4.058936328,-2.052547787,128,36:03.9
4.058936328,-2.052547787,128,36:03.9
4.058936328,-2.052547787,128,36:03.9
4.068168177,-2.034084089,128,36:03.9
4.068168177,-2.034084089,128,36:03.9
4.068168177,-2.037161372,128,36:03.9
4.068168177,-2.037161372,128,36:03.9
4.086631876,-2.046393221,128,36:03.9
4.086631876,-2.046393221,128,36:03.9
4.07124546,-2.046393221,128,36:03.9
4.07124546,-2.046393221,128,36:03.9
4.055859045,-2.05562507,128,36:03.9
4.055859045,-2.05562507,128,36:03.9
4.058936328,-2.05562507,128,36:03.9
4.058936328,-2.05562507,128,36:03.9
4.068168177,-2.046393221,128,36:03.9
4.068168177,-2.046393221,128,36:03.9
4.074322743,-2.046393221,128,36:03.9
4.074322743,-2.046393221,128,36:03.9
4.077400026,-2.064856919,128,36:03.9
4.077400026,-2.064856919,128,36:03.9
4.074322743,-2.080243334,128,36:03.9
4.074322743,-2.080243334,128,36:03.9
4.07124546,-2.058702353,128,36:03.9
4.07124546,-2.058702353,128,36:03.9
4.074322743,-2.040238655,128,36:03.9
4.074322743,-2.040238655,128,36:03.9
4.074322743,-2.05562507,128,36:03.9
4.074322743,-2.05562507,128,36:03.9
4.065090894,-2.061779636,128,36:03.9
4.065090894,-2.061779636,128,36:03.9
4.07124546,-2.058702353,128,36:03.9
4.07124546,-2.058702353,128,36:03.9
4.07124546,-2.043315938,128,36:04.0
4.07124546,-2.043315938,128,36:04.0
4.080477309,-2.043315938,128,36:04.0
4.080477309,-2.043315938,128,36:04.0
4.083554593,-2.067934202,128,36:04.0
4.083554593,-2.067934202,128,36:04.0
4.080477309,-2.064856919,128,36:04.0
4.080477309,-2.064856919,128,36:04.0
4.080477309,-2.064856919,128,36:04.0
4.055859045,-2.049470504,128,36:04.0
4.055859045,-2.049470504,128,36:04.0
4.055859045,-2.043315938,128,36:04.0
4.055859045,-2.043315938,128,36:04.0
4.065090894,-2.037161372,128,36:04.0
4.065090894,-2.037161372,128,36:04.0
4.074322743,-2.037161372,128,36:04.0
4.074322743,-2.037161372,128,36:04.0
4.080477309,-2.052547787,128,36:04.0
4.080477309,-2.052547787,128,36:04.0
4.055859045,-2.064856919,128,36:04.0
4.055859045,-2.064856919,128,36:04.0
4.058936328,-2.064856919,128,36:04.0
4.058936328,-2.064856919,128,36:04.0
4.065090894,-2.05562507,128,36:04.0
4.065090894,-2.05562507,128,36:04.0
4.074322743,-2.05562507,128,36:04.0
4.074322743,-2.05562507,128,36:04.0
4.077400026,-2.046393221,128,36:04.0
4.077400026,-2.046393221,128,36:04.0
4.074322743,-2.040238655,128,36:04.0
4.074322743,-2.040238655,128,36:04.0
4.058936328,-2.061779636,128,36:04.0
4.058936328,-2.061779636,128,36:04.0
4.062013611,-2.074088768,128,36:04.0
4.062013611,-2.074088768,128,36:04.0
4.062013611,-2.049470504,128,36:04.0
4.062013611,-2.049470504,128,36:04.0
4.065090894,-2.049470504,128,36:04.0
4.065090894,-2.049470504,128,36:04.0
4.077400026,-2.061779636,128,36:04.0
4.077400026,-2.061779636,128,36:04.0
4.077400026,-2.05562507,128,36:04.0
4.077400026,-2.05562507,128,36:04.0
4.068168177,-2.061779636,128,36:04.0
4.068168177,-2.061779636,128,36:04.0
4.07124546,-2.071011485,128,36:04.0
4.07124546,-2.071011485,128,36:04.0
4.077400026,-2.052547787,128,36:04.0
4.077400026,-2.052547787,128,36:04.0
4.077400026,-2.052547787,128,36:04.0
4.077400026,-2.037161372,128,36:04.0
4.077400026,-2.037161372,128,36:04.1
4.062013611,-2.037161372,128,36:04.1
4.062013611,-2.037161372,128,36:04.1
4.058936328,-2.046393221,128,36:04.1
4.058936328,-2.046393221,128,36:04.1
4.062013611,-2.074088768,128,36:04.1
4.062013611,-2.074088768,128,36:04.1
4.074322743,-2.071011485,128,36:04.1
4.074322743,-2.071011485,128,36:04.1
4.105095574,-2.05562507,128,36:04.1
4.105095574,-2.05562507,128,36:04.1
4.077400026,-2.046393221,128,36:04.1
4.077400026,-2.046393221,128,36:04.1
4.04047263,-2.049470504,128,36:04.1
4.04047263,-2.049470504,128,36:04.1
4.037395347,-2.049470504,128,36:04.1
4.037395347,-2.049470504,128,36:04.1
4.065090894,-2.05562507,128,36:04.1
4.065090894,-2.05562507,128,36:04.1
4.086631876,-2.077166051,128,36:04.1
4.086631876,-2.077166051,128,36:04.1
4.068168177,-2.080243334,128,36:04.1
4.068168177,-2.080243334,128,36:04.1
4.080477309,-2.067934202,128,36:04.1
4.080477309,-2.067934202,128,36:04.1
4.058936328,-2.071011485,128,36:04.1
4.058936328,-2.071011485,128,36:04.1
4.055859045,-2.083320617,128,36:04.1
4.055859045,-2.083320617,128,36:04.1
4.062013611,-2.049470504,128,36:04.1
4.062013611,-2.049470504,128,36:04.1
4.055859045,-2.031006806,128,36:04.1
4.055859045,-2.031006806,128,36:04.1
4.058936328,-2.043315938,128,36:04.1
4.058936328,-2.043315938,128,36:04.1
4.07124546,-2.046393221,128,36:04.1
4.07124546,-2.046393221,128,36:04.1
4.07124546,-2.046393221,128,36:04.1
4.077400026,-2.049470504,128,36:04.1
4.077400026,-2.049470504,128,36:04.1
4.07124546,-2.058702353,128,36:04.1
4.07124546,-2.058702353,128,36:04.1
4.068168177,-2.071011485,128,36:04.1
4.068168177,-2.071011485,128,36:04.1
4.065090894,-2.058702353,128,36:04.1
4.065090894,-2.058702353,128,36:04.1
4.07124546,-2.05562507,128,36:04.1
4.07124546,-2.05562507,128,36:04.1
4.074322743,-2.043315938,128,36:04.1
4.074322743,-2.043315938,128,36:04.1
4.077400026,-2.037161372,128,36:04.1
4.077400026,-2.037161372,128,36:04.2
4.058936328,-2.052547787,128,36:04.2
4.058936328,-2.052547787,128,36:04.2
4.074322743,-2.064856919,128,36:04.2
4.074322743,-2.064856919,128,36:04.2
4.062013611,-2.05562507,128,36:04.2
4.062013611,-2.05562507,128,36:04.2
4.07124546,-2.043315938,128,36:04.2
4.07124546,-2.043315938,128,36:04.2
4.092786442,-2.043315938,128,36:04.2
4.092786442,-2.043315938,128,36:04.2
4.086631876,-2.034084089,128,36:04.2
4.086631876,-2.034084089,128,36:04.2
4.11125014,-2.031006806,128,36:04.2
4.11125014,-2.031006806,128,36:04.2
4.086631876,-2.046393221,128,36:04.2
4.086631876,-2.046393221,128,36:04.2
4.015854366,-2.074088768,128,36:04.2
4.015854366,-2.074088768,128,36:04.2
4.034318064,-2.080243334,128,36:04.2
4.034318064,-2.080243334,128,36:04.2
4.058936328,-2.043315938,128,36:04.2
4.058936328,-2.043315938,128,36:04.2
4.077400026,-2.027929523,128,36:04.2
4.077400026,-2.027929523,128,36:04.2
4.077400026,-2.027929523,128,36:04.2
4.07124546,-2.052547787,128,36:04.2
4.07124546,-2.052547787,128,36:04.2
4.062013611,-2.064856919,128,36:04.2
4.062013611,-2.064856919,128,36:04.2
4.055859045,-2.049470504,128,36:04.2
4.055859045,-2.049470504,128,36:04.2
4.055859045,-2.049470504,128,36:04.2
4.055859045,-2.049470504,128,36:04.2
4.058936328,-2.049470504,128,36:04.2
4.058936328,-2.049470504,128,36:04.2
4.068168177,-2.043315938,128,36:04.2
4.068168177,-2.043315938,128,36:04.2
4.065090894,-2.046393221,128,36:04.2
4.065090894,-2.046393221,128,36:04.2
4.058936328,-2.040238655,128,36:04.2
4.058936328,-2.040238655,128,36:04.2
4.062013611,-2.037161372,128,36:04.2
4.062013611,-2.037161372,128,36:04.2
4.07124546,-2.046393221,128,36:04.2
4.07124546,-2.046393221,128,36:04.2
4.080477309,-2.052547787,128,36:04.2
4.080477309,-2.052547787,128,36:04.2
4.080477309,-2.058702353,128,36:04.2
4.080477309,-2.058702353,128,36:04.2
4.07124546,-2.061779636,128,36:04.2
4.07124546,-2.061779636,128,36:04.2
4.102018291,-2.05562507,128,36:04.3
4.102018291,-2.05562507,128,36:04.3
4.049704479,-2.05562507,128,36:04.3
4.049704479,-2.05562507,128,36:04.3
4.049704479,-2.092552466,128,36:04.3
4.049704479,-2.092552466,128,36:04.3
4.049704479,-2.089475183,128,36:04.3
4.049704479,-2.089475183,128,36:04.3
4.062013611,-2.046393221,128,36:04.3
4.062013611,-2.046393221,128,36:04.3
4.068168177,-2.027929523,128,36:04.3
4.068168177,-2.027929523,128,36:04.3
4.068168177,-2.027929523,128,36:04.3
4.102018291,-2.05562507,128,36:04.3
4.102018291,-2.05562507,128,36:04.3
4.062013611,-2.089475183,128,36:04.3
4.062013611,-2.089475183,128,36:04.3
4.04047263,-2.061779636,128,36:04.3
4.04047263,-2.061779636,128,36:04.3
4.055859045,-2.037161372,128,36:04.3
4.055859045,-2.037161372,128,36:04.3
4.052781762,-2.05562507,128,36:04.3
4.052781762,-2.05562507,128,36:04.3
4.055859045,-2.046393221,128,36:04.3
4.055859045,-2.046393221,128,36:04.3
4.065090894,-2.043315938,128,36:04.3
4.065090894,-2.043315938,128,36:04.3
4.062013611,-2.05562507,128,36:04.3
4.062013611,-2.05562507,128,36:04.3
4.058936328,-2.05562507,128,36:04.3
4.058936328,-2.05562507,128,36:04.3
4.058936328,-2.061779636,128,36:04.3
4.058936328,-2.061779636,128,36:04.3
4.062013611,-2.071011485,128,36:04.3
4.062013611,-2.071011485,128,36:04.3
4.068168177,-2.067934202,128,36:04.3
4.068168177,-2.067934202,128,36:04.3
4.068168177,-2.049470504,128,36:04.3
4.068168177,-2.049470504,128,36:04.3
4.065090894,-2.043315938,128,36:04.3
4.065090894,-2.043315938,128,36:04.3
4.083554593,-2.049470504,128,36:04.3
4.083554593,-2.049470504,128,36:04.3
4.068168177,-2.05562507,128,36:04.3
4.068168177,-2.05562507,128,36:04.3
4.062013611,-2.064856919,128,36:04.3
4.062013611,-2.064856919,128,36:04.3
4.049704479,-2.095629749,128,36:04.3
4.049704479,-2.095629749,128,36:04.3
4.058936328,-2.101784316,128,36:04.3
4.058936328,-2.101784316,128,36:04.3
4.049704479,-2.043315938,128,36:04.4
4.049704479,-2.043315938,128,36:04.4
4.049704479,-2.043315938,128,36:04.4
