mV,mV,no units,yyyy/mm/dd hh:mm:ss.000
4.218955046,-2.603381451,128,36:37.6
4.222032329,-2.637231564,128,36:37.6
4.222032329,-2.637231564,128,36:37.6
4.225109612,-2.655695263,128,36:37.6
4.225109612,-2.655695263,128,36:37.7
4.225109612,-2.655695263,128,36:37.7
4.222032329,-2.615690583,128,36:37.7
4.222032329,-2.615690583,128,36:37.7
4.222032329,-2.584917753,128,36:37.7
4.222032329,-2.584917753,128,36:37.7
4.225109612,-2.597226885,128,36:37.7
4.225109612,-2.597226885,128,36:37.7
4.228186895,-2.6126133,128,36:37.7
4.228186895,-2.6126133,128,36:37.7
4.225109612,-2.615690583,128,36:37.7
4.225109612,-2.615690583,128,36:37.7
4.218955046,-2.6126133,128,36:37.7
4.218955046,-2.6126133,128,36:37.7
4.225109612,-2.637231564,128,36:37.7
4.225109612,-2.637231564,128,36:37.7
4.280500707,-2.800327565,128,36:37.7
4.280500707,-2.800327565,128,36:37.7
4.351278217,-2.917264321,128,36:37.7
4.351278217,-2.917264321,128,36:37.7
4.462060406,-2.732627338,128,36:37.7
4.462060406,-2.732627338,128,36:37.7
4.335891802,-2.597226885,128,36:37.7
4.335891802,-2.597226885,128,36:37.7
4.222032329,-2.738781905,128,36:37.7
4.222032329,-2.738781905,128,36:37.7
4.258959726,-2.82494583,128,36:37.7
4.258959726,-2.82494583,128,36:37.7
4.271268858,-3.058819341,128,36:37.7
4.271268858,-3.058819341,128,36:37.7
4.523606067,-3.221915342,128,36:37.7
4.523606067,-3.221915342,128,36:37.7
4.615924558,-2.994196397,128,36:37.7
4.615924558,-2.994196397,128,36:37.7
4.178950367,-2.640308847,128,36:37.7
4.178950367,-2.640308847,128,36:37.7
4.062013611,-2.357198808,128,36:37.7
4.062013611,-2.357198808,128,36:37.7
4.218955046,-2.791095716,128,36:37.7
4.218955046,-2.791095716,128,36:37.7
4.218955046,-2.791095716,128,36:37.7
4.622079124,-3.729667043,128,36:37.7
4.622079124,-3.729667043,128,36:37.7
4.3543555,-3.431170588,128,36:37.7
4.3543555,-3.431170588,128,36:37.7
4.108172857,-3.024969227,128,36:37.7
4.108172857,-3.024969227,128,36:37.7
4.089709159,-3.243456323,128,36:37.7
4.089709159,-3.243456323,128,36:37.7
4.114327423,-3.363470361,128,36:37.7
4.114327423,-3.363470361,128,36:37.7
4.240496028,-4.277423424,128,36:37.8
4.240496028,-4.277423424,128,36:37.8
4.437442142,-3.449634287,128,36:37.8
4.437442142,-3.449634287,128,36:37.8
4.345123651,-2.757245603,128,36:37.8
4.345123651,-2.757245603,128,36:37.8
4.492833237,-2.357198808,128,36:37.8
4.492833237,-2.357198808,128,36:37.8
4.582074445,-3.009582812,128,36:37.8
4.582074445,-3.009582812,128,36:37.8
4.458983123,-3.76659444,128,36:37.8
4.458983123,-3.76659444,128,36:37.8
4.271268858,-3.668121382,128,36:37.8
4.271268858,-3.668121382,128,36:37.8
4.191259499,-3.234224474,128,36:37.8
4.191259499,-3.234224474,128,36:37.8
4.237418744,-2.058702353,128,36:37.8
4.237418744,-2.058702353,128,36:37.8
4.062013611,-1.258608763,128,36:37.8
4.062013611,-1.258608763,128,36:37.8
4.320505387,-1.695582954,128,36:37.8
4.320505387,-1.695582954,128,36:37.8
4.794406974,-1.877142654,128,36:37.8
4.794406974,-1.877142654,128,36:37.8
4.655929238,-2.083320617,128,36:37.8
4.655929238,-2.083320617,128,36:37.8
4.403592029,-2.280266732,128,36:37.8
4.403592029,-2.280266732,128,36:37.8
4.320505387,-2.418744469,128,36:37.8
4.320505387,-2.418744469,128,36:37.8
4.320505387,-2.418744469,128,36:37.8
4.363587349,-3.298847418,128,36:37.8
4.363587349,-3.298847418,128,36:37.8
4.378973764,-5.631427961,128,36:37.8
4.378973764,-5.631427961,128,36:37.8
4.382051047,-4.80979339,128,36:37.8
4.382051047,-4.80979339,128,36:37.8
4.348200934,-2.169484542,128,36:37.8
4.348200934,-2.169484542,128,36:37.8
4.446673991,-1.443245745,128,36:37.8
4.446673991,-1.443245745,128,36:37.8
4.415901161,-2.292575864,128,36:37.8
4.415901161,-2.292575864,128,36:37.8
4.462060406,-3.194219794,128,36:37.8
4.462060406,-3.194219794,128,36:37.8
4.231264178,-3.021891944,128,36:37.8
4.231264178,-3.021891944,128,36:37.8
4.415901161,-3.101901303,128,36:37.8
4.415901161,-3.101901303,128,36:37.8
4.366664632,-3.12959685,128,36:37.8
4.366664632,-3.12959685,128,36:37.8
3.988158818,-2.760322886,128,36:37.8
3.988158818,-2.760322886,128,36:37.9
4.095863725,-1.677119256,128,36:37.9
4.095863725,-1.677119256,128,36:37.9
4.31435082,-1.907915484,128,36:37.9
4.31435082,-1.907915484,128,36:37.9
4.338969085,-2.480290129,128,36:37.9
4.338969085,-2.480290129,128,36:37.9
4.757479578,-3.69581693,128,36:37.9
4.757479578,-3.69581693,128,36:37.9
4.394360179,-3.991236101,128,36:37.9
4.394360179,-3.991236101,128,36:37.9
4.157409385,-2.347966959,128,36:37.9
4.157409385,-2.347966959,128,36:37.9
4.505142369,-2.194102807,128,36:37.9
4.505142369,-2.194102807,128,36:37.9
4.671315653,-2.212566505,128,36:37.9
4.671315653,-2.212566505,128,36:37.9
4.671315653,-2.212566505,128,36:37.9
4.551301614,-2.215643788,128,36:37.9
4.551301614,-2.215643788,128,36:37.9
4.418978444,-3.428093305,128,36:37.9
4.418978444,-3.428093305,128,36:37.9
4.471292255,-3.901994893,128,36:37.9
4.471292255,-3.901994893,128,36:37.9
4.446673991,-2.2679576,128,36:37.9
4.446673991,-2.2679576,128,36:37.9
4.557456181,-1.766360464,128,36:37.9
4.557456181,-1.766360464,128,36:37.9
4.59746086,-2.735704622,128,36:37.9
4.59746086,-2.735704622,128,36:37.9
4.332814519,-2.963423566,128,36:37.9
4.332814519,-2.963423566,128,36:37.9
4.529760633,-2.452594582,128,36:37.9
4.529760633,-2.452594582,128,36:37.9
4.400514746,-2.486444695,128,36:37.9
4.400514746,-2.486444695,128,36:37.9
4.258959726,-2.944959868,128,36:37.9
4.258959726,-2.944959868,128,36:37.9
4.138945687,-3.572725608,128,36:37.9
4.138945687,-3.572725608,128,36:37.9
4.240496028,-3.252688172,128,36:37.9
4.240496028,-3.252688172,128,36:37.9
4.409746595,-2.532603941,128,36:37.9
4.409746595,-2.532603941,128,36:37.9
4.286655273,-2.904955189,128,36:37.9
4.286655273,-2.904955189,128,36:37.9
4.302041688,-2.384894355,128,36:37.9
4.302041688,-2.384894355,128,36:37.9
4.483601388,-2.043315938,128,36:37.9
4.483601388,-2.043315938,128,36:37.9
4.619001841,-2.203334656,128,36:37.9
4.619001841,-2.203334656,128,36:38.0
4.514374218,-2.372585223,128,36:38.0
4.514374218,-2.372585223,128,36:38.0
4.465137689,-3.400397758,128,36:38.0
4.465137689,-3.400397758,128,36:38.0
4.465137689,-3.400397758,128,36:38.0
4.477446821,-4.037395347,128,36:38.0
4.477446821,-4.037395347,128,36:38.0
4.517451501,-2.332580543,128,36:38.0
4.517451501,-2.332580543,128,36:38.0
4.492833237,-1.49863684,128,36:38.0
4.492833237,-1.49863684,128,36:38.0
4.674392936,-2.461826431,128,36:38.0
4.674392936,-2.461826431,128,36:38.0
4.228186895,-3.086514888,128,36:38.0
4.228186895,-3.086514888,128,36:38.0
4.446673991,-2.920341604,128,36:38.0
4.446673991,-2.920341604,128,36:38.0
4.25280516,-3.006505529,128,36:38.0
4.25280516,-3.006505529,128,36:38.0
4.166641235,-2.517217526,128,36:38.0
4.166641235,-2.517217526,128,36:38.0
4.375896481,-2.914187038,128,36:38.0
4.375896481,-2.914187038,128,36:38.0
4.422055727,-2.978809982,128,36:38.0
4.422055727,-2.978809982,128,36:38.0
4.474369538,-2.412589902,128,36:38.0
4.474369538,-2.412589902,128,36:38.0
4.474369538,-2.311039562,128,36:38.0
4.474369538,-2.311039562,128,36:38.0
4.563610747,-2.529526658,128,36:38.0
4.563610747,-2.529526658,128,36:38.0
4.468214972,-3.221915342,128,36:38.0
4.468214972,-3.221915342,128,36:38.0
4.391282896,-2.831100396,128,36:38.0
4.391282896,-2.831100396,128,36:38.0
4.440519425,-2.209489222,128,36:38.0
4.440519425,-2.209489222,128,36:38.0
4.449751274,-2.320271411,128,36:38.0
4.449751274,-2.320271411,128,36:38.0
4.551301614,-3.126519567,128,36:38.0
4.551301614,-3.126519567,128,36:38.0
4.52668335,-4.277423424,128,36:38.0
4.52668335,-4.277423424,128,36:38.0
4.369741915,-2.864950509,128,36:38.0
4.369741915,-2.864950509,128,36:38.0
4.369741915,-2.864950509,128,36:38.0
4.329737236,-1.680196539,128,36:38.0
4.329737236,-1.680196539,128,36:38.0
4.0096998,-3.280383719,128,36:38.0
4.0096998,-3.280383719,128,36:38.0
4.031240781,-3.406552324,128,36:38.1
4.031240781,-3.406552324,128,36:38.1
4.375896481,-3.372702211,128,36:38.1
4.375896481,-3.372702211,128,36:38.1
4.591306294,-2.101784316,128,36:38.1
4.591306294,-2.101784316,128,36:38.1
4.6990112,-1.689428388,128,36:38.1
4.6990112,-1.689428388,128,36:38.1
4.640542823,-1.987924843,128,36:38.1
4.640542823,-1.987924843,128,36:38.1
4.277423424,-2.311039562,128,36:38.1
4.277423424,-2.311039562,128,36:38.1
4.471292255,-2.421821752,128,36:38.1
4.471292255,-2.421821752,128,36:38.1
4.542069765,-2.748013754,128,36:38.1
4.542069765,-2.748013754,128,36:38.1
4.397437462,-3.465020702,128,36:38.1
4.397437462,-3.465020702,128,36:38.1
4.363587349,-3.221915342,128,36:38.1
4.363587349,-3.221915342,128,36:38.1
4.382051047,-2.495676544,128,36:38.1
4.382051047,-2.495676544,128,36:38.1
4.449751274,-2.797250282,128,36:38.1
4.449751274,-2.797250282,128,36:38.1
4.431287576,-2.858795943,128,36:38.1
4.431287576,-2.858795943,128,36:38.1
4.462060406,-3.338852097,128,36:38.1
4.462060406,-3.338852097,128,36:38.1
4.523606067,-3.880453912,128,36:38.1
4.523606067,-3.880453912,128,36:38.1
4.788252408,-3.077283039,128,36:38.1
4.788252408,-3.077283039,128,36:38.1
4.157409385,-2.271034883,128,36:38.1
4.157409385,-2.271034883,128,36:38.1
4.157409385,-2.271034883,128,36:38.1
4.025086215,-2.51106296,128,36:38.1
4.025086215,-2.51106296,128,36:38.1
4.068168177,-3.308079267,128,36:38.1
4.068168177,-3.308079267,128,36:38.1
4.42513301,-2.877259641,128,36:38.1
4.42513301,-2.877259641,128,36:38.1
4.714397615,-2.871105075,128,36:38.1
4.714397615,-2.871105075,128,36:38.1
4.440519425,-2.397203487,128,36:38.1
4.440519425,-2.397203487,128,36:38.1
4.437442142,-1.489404991,128,36:38.1
4.437442142,-1.489404991,128,36:38.1
4.366664632,-2.160252693,128,36:38.1
4.366664632,-2.160252693,128,36:38.1
4.369741915,-2.889568773,128,36:38.1
4.369741915,-2.889568773,128,36:38.1
4.375896481,-2.78494115,128,36:38.2
4.375896481,-2.78494115,128,36:38.2
4.49591052,-2.455671865,128,36:38.2
4.49591052,-2.455671865,128,36:38.2
4.492833237,-2.427976318,128,36:38.2
4.492833237,-2.427976318,128,36:38.2
4.351278217,-2.917264321,128,36:38.2
4.351278217,-2.917264321,128,36:38.2
4.388205613,-3.052664775,128,36:38.2
4.388205613,-3.052664775,128,36:38.2
4.523606067,-3.154215115,128,36:38.2
4.523606067,-3.154215115,128,36:38.2
4.45590584,-3.015737378,128,36:38.2
4.45590584,-3.015737378,128,36:38.2
4.56668803,-3.209606209,128,36:38.2
4.56668803,-3.209606209,128,36:38.2
4.63746554,-3.563493759,128,36:38.2
4.63746554,-3.563493759,128,36:38.2
4.440519425,-3.194219794,128,36:38.2
4.440519425,-3.194219794,128,36:38.2
4.443596708,-2.634154281,128,36:38.2
4.443596708,-2.634154281,128,36:38.2
4.443596708,-2.634154281,128,36:38.2
4.151254819,-3.264997304,128,36:38.2
4.151254819,-3.264997304,128,36:38.2
4.151254819,-2.889568773,128,36:38.2
4.151254819,-2.889568773,128,36:38.2
4.452828557,-2.181793675,128,36:38.2
4.452828557,-2.181793675,128,36:38.2
4.3543555,-2.181793675,128,36:38.2
4.3543555,-2.181793675,128,36:38.2
4.351278217,-1.966383862,128,36:38.2
4.351278217,-1.966383862,128,36:38.2
4.32358267,-2.32950326,128,36:38.2
4.32358267,-2.32950326,128,36:38.2
4.366664632,-2.726472772,128,36:38.2
4.366664632,-2.726472772,128,36:38.2
4.468214972,-2.904955189,128,36:38.2
4.468214972,-2.904955189,128,36:38.2
4.42513301,-2.738781905,128,36:38.2
4.42513301,-2.738781905,128,36:38.2
4.45590584,-2.384894355,128,36:38.2
4.45590584,-2.384894355,128,36:38.2
4.431287576,-2.489521978,128,36:38.2
4.431287576,-2.489521978,128,36:38.2
4.437442142,-3.400397758,128,36:38.2
4.437442142,-3.400397758,128,36:38.2
4.391282896,-4.418978444,128,36:38.2
4.391282896,-4.418978444,128,36:38.2
4.548224331,-3.160369681,128,36:38.2
4.548224331,-3.160369681,128,36:38.2
4.477446821,-2.277189449,128,36:38.2
4.477446821,-2.277189449,128,36:38.3
4.714397615,-2.074088768,128,36:38.3
4.714397615,-2.074088768,128,36:38.3
4.388205613,-3.117287718,128,36:38.3
4.388205613,-3.117287718,128,36:38.3
4.068168177,-3.658889533,128,36:38.3
4.068168177,-3.658889533,128,36:38.3
4.160486668,-2.809559414,128,36:38.3
4.160486668,-2.809559414,128,36:38.3
4.480524105,-1.877142654,128,36:38.3
4.480524105,-1.877142654,128,36:38.3
4.480524105,-1.877142654,128,36:38.3
4.615924558,-2.000233975,128,36:38.3
4.615924558,-2.000233975,128,36:38.3
4.511296935,-2.314116845,128,36:38.3
4.511296935,-2.314116845,128,36:38.3
4.471292255,-2.246416618,128,36:38.3
4.471292255,-2.246416618,128,36:38.3
4.345123651,-2.529526658,128,36:38.3
4.345123651,-2.529526658,128,36:38.3
4.32358267,-2.954191717,128,36:38.3
4.32358267,-2.954191717,128,36:38.3
4.351278217,-3.292692852,128,36:38.3
4.351278217,-3.292692852,128,36:38.3
4.431287576,-2.978809982,128,36:38.3
4.431287576,-2.978809982,128,36:38.3
4.403592029,-2.271034883,128,36:38.3
4.403592029,-2.271034883,128,36:38.3
4.545147048,-2.427976318,128,36:38.3
4.545147048,-2.427976318,128,36:38.3
4.569765313,-2.815713981,128,36:38.3
4.569765313,-2.815713981,128,36:38.3
4.360510066,-2.788018433,128,36:38.3
4.360510066,-2.788018433,128,36:38.3
4.391282896,-3.071128473,128,36:38.3
4.391282896,-3.071128473,128,36:38.3
4.542069765,-3.65581225,128,36:38.3
4.542069765,-3.65581225,128,36:38.3
4.203568631,-2.868027792,128,36:38.3
4.203568631,-2.868027792,128,36:38.3
4.394360179,-1.729433068,128,36:38.3
4.394360179,-1.729433068,128,36:38.3
4.474369538,-2.47105828,128,36:38.3
4.474369538,-2.47105828,128,36:38.3
4.52668335,-2.849564094,128,36:38.3
4.52668335,-2.849564094,128,36:38.3
4.234341461,-3.369624928,128,36:38.3
4.234341461,-3.369624928,128,36:38.3
4.357432783,-2.898800623,128,36:38.3
4.357432783,-2.898800623,128,36:38.3
4.357432783,-2.898800623,128,36:38.3
4.49591052,-2.307962279,128,36:38.4
4.49591052,-2.307962279,128,36:38.4
4.338969085,-3.120365001,128,36:38.4
4.338969085,-3.120365001,128,36:38.4
4.338969085,-2.797250282,128,36:38.4
4.338969085,-2.797250282,128,36:38.4
4.406669312,-2.280266732,128,36:38.4
4.406669312,-2.280266732,128,36:38.4
4.45590584,-2.387971638,128,36:38.4
4.45590584,-2.387971638,128,36:38.4
4.492833237,-2.618767866,128,36:38.4
4.492833237,-2.618767866,128,36:38.4
4.486678671,-3.101901303,128,36:38.4
4.486678671,-3.101901303,128,36:38.4
4.440519425,-2.138711712,128,36:38.4
4.440519425,-2.138711712,128,36:38.4
4.502065086,-2.631076998,128,36:38.4
4.502065086,-2.631076998,128,36:38.4
4.332814519,-3.69581693,128,36:38.4
4.332814519,-3.69581693,128,36:38.4
4.585151728,-2.941882585,128,36:38.4
4.585151728,-2.941882585,128,36:38.4
4.375896481,-2.483367412,128,36:38.4
4.375896481,-2.483367412,128,36:38.4
4.258959726,-2.36950794,128,36:38.4
4.258959726,-2.36950794,128,36:38.4
4.523606067,-2.347966959,128,36:38.4
4.523606067,-2.347966959,128,36:38.4
4.622079124,-3.058819341,128,36:38.4
4.622079124,-3.058819341,128,36:38.4
4.225109612,-3.985081535,128,36:38.4
4.225109612,-3.985081535,128,36:38.4
4.382051047,-3.258842738,128,36:38.4
4.382051047,-3.258842738,128,36:38.4
4.486678671,-2.2679576,128,36:38.4
4.486678671,-2.2679576,128,36:38.4
4.388205613,-2.788018433,128,36:38.4
4.388205613,-2.788018433,128,36:38.4
4.388205613,-2.788018433,128,36:38.4
4.342046368,-3.631193986,128,36:38.4
4.342046368,-3.631193986,128,36:38.4
4.403592029,-2.828023113,128,36:38.4
4.403592029,-2.828023113,128,36:38.4
4.440519425,-2.224875637,128,36:38.4
4.440519425,-2.224875637,128,36:38.4
4.480524105,-2.040238655,128,36:38.4
4.480524105,-2.040238655,128,36:38.4
4.452828557,-2.203334656,128,36:38.4
4.452828557,-2.203334656,128,36:38.4
4.363587349,-2.689545376,128,36:38.4
4.363587349,-2.689545376,128,36:38.5
4.342046368,-2.944959868,128,36:38.5
4.342046368,-2.944959868,128,36:38.5
4.311273537,-3.38193406,128,36:38.5
4.311273537,-3.38193406,128,36:38.5
4.905189164,-2.846486811,128,36:38.5
4.905189164,-2.846486811,128,36:38.5
4.779020559,-1.910992767,128,36:38.5
4.779020559,-1.910992767,128,36:38.5
4.258959726,-2.366430657,128,36:38.5
4.258959726,-2.366430657,128,36:38.5
4.102018291,-2.883414207,128,36:38.5
4.102018291,-2.883414207,128,36:38.5
4.243573311,-2.757245603,128,36:38.5
4.243573311,-2.757245603,128,36:38.5
4.317428103,-2.769554735,128,36:38.5
4.317428103,-2.769554735,128,36:38.5
4.634388256,-3.581957457,128,36:38.5
4.634388256,-3.581957457,128,36:38.5
4.815947956,-3.612730288,128,36:38.5
4.815947956,-3.612730288,128,36:38.5
4.3543555,-3.215760776,128,36:38.5
4.3543555,-3.215760776,128,36:38.5
4.28357799,-3.486561683,128,36:38.5
4.28357799,-3.486561683,128,36:38.5
4.218955046,-3.31115655,128,36:38.5
4.218955046,-3.31115655,128,36:38.5
4.305118971,-2.034084089,128,36:38.5
4.305118971,-2.034084089,128,36:38.5
4.305118971,-2.034084089,128,36:38.5
4.52668335,-1.597109897,128,36:38.5
4.52668335,-1.597109897,128,36:38.5
4.418978444,-2.464903714,128,36:38.5
4.418978444,-2.464903714,128,36:38.5
4.298964405,-3.508102664,128,36:38.5
4.298964405,-3.508102664,128,36:38.5
4.591306294,-4.169718518,128,36:38.5
4.591306294,-4.169718518,128,36:38.5
4.31435082,-2.711086357,128,36:38.5
4.31435082,-2.711086357,128,36:38.5
4.228186895,-1.517100538,128,36:38.5
4.228186895,-1.517100538,128,36:38.5
4.674392936,-2.252571184,128,36:38.5
4.674392936,-2.252571184,128,36:38.5
5.040589618,-2.304884996,128,36:38.5
5.040589618,-2.304884996,128,36:38.5
4.148177536,-2.320271411,128,36:38.5
4.148177536,-2.320271411,128,36:38.5
4.04047263,-2.852641377,128,36:38.5
4.04047263,-2.852641377,128,36:38.5
4.249727877,-3.003428246,128,36:38.5
4.249727877,-3.003428246,128,36:38.5
4.262037009,-3.388088626,128,36:38.6
4.262037009,-3.388088626,128,36:38.6
4.38512833,-4.166641235,128,36:38.6
4.38512833,-4.166641235,128,36:38.6
4.582074445,-3.65581225,128,36:38.6
4.582074445,-3.65581225,128,36:38.6
4.523606067,-2.591072319,128,36:38.6
4.523606067,-2.591072319,128,36:38.6
4.394360179,-2.640308847,128,36:38.6
4.394360179,-2.640308847,128,36:38.6
4.308196254,-2.828023113,128,36:38.6
4.308196254,-2.828023113,128,36:38.6
4.305118971,-2.944959868,128,36:38.6
4.305118971,-2.944959868,128,36:38.6
4.218955046,-2.166407259,128,36:38.6
4.218955046,-2.166407259,128,36:38.6
4.218955046,-2.166407259,128,36:38.6
4.514374218,-1.895606352,128,36:38.6
4.514374218,-1.895606352,128,36:38.6
4.505142369,-2.914187038,128,36:38.6
4.505142369,-2.914187038,128,36:38.6
4.363587349,-3.428093305,128,36:38.6
4.363587349,-3.428093305,128,36:38.6
4.73901588,-3.329620248,128,36:38.6
4.73901588,-3.329620248,128,36:38.6
4.775943276,-2.415667185,128,36:38.6
4.775943276,-2.415667185,128,36:38.6
4.332814519,-2.286421298,128,36:38.6
4.332814519,-2.286421298,128,36:38.6
4.397437462,-2.51106296,128,36:38.6
4.397437462,-2.51106296,128,36:38.6
4.477446821,-2.252571184,128,36:38.6
4.477446821,-2.252571184,128,36:38.6
4.458983123,-2.434130884,128,36:38.6
4.458983123,-2.434130884,128,36:38.6
4.298964405,-3.117287718,128,36:38.6
4.298964405,-3.117287718,128,36:38.6
4.271268858,-3.406552324,128,36:38.6
4.271268858,-3.406552324,128,36:38.6
4.345123651,-3.394243192,128,36:38.6
4.345123651,-3.394243192,128,36:38.6
4.569765313,-2.2679576,128,36:38.6
4.569765313,-2.2679576,128,36:38.6
4.483601388,-3.209606209,128,36:38.6
4.483601388,-3.209606209,128,36:38.6
4.342046368,-3.126519567,128,36:38.6
4.342046368,-3.126519567,128,36:38.6
4.265114292,-1.803287861,128,36:38.6
4.265114292,-1.803287861,128,36:38.6
4.535915199,-3.541952778,128,36:38.6
4.535915199,-3.541952778,128,36:38.6
4.677470219,-4.689779351,128,36:38.7
4.677470219,-4.689779351,128,36:38.7
4.511296935,-2.966500849,128,36:38.7
4.511296935,-2.966500849,128,36:38.7
4.511296935,-2.966500849,128,36:38.7
4.511296935,-1.221681366,128,36:38.7
4.511296935,-1.221681366,128,36:38.7
4.348200934,-2.517217526,128,36:38.7
4.348200934,-2.517217526,128,36:38.7
4.403592029,-3.612730288,128,36:38.7
4.403592029,-3.612730288,128,36:38.7
4.209723197,-2.846486811,128,36:38.7
4.209723197,-2.846486811,128,36:38.7
4.465137689,-2.206411939,128,36:38.7
4.465137689,-2.206411939,128,36:38.7
4.308196254,-3.511179947,128,36:38.7
4.308196254,-3.511179947,128,36:38.7
4.351278217,-3.286538285,128,36:38.7
4.351278217,-3.286538285,128,36:38.7
4.480524105,-2.480290129,128,36:38.7
4.480524105,-2.480290129,128,36:38.7
4.388205613,-2.418744469,128,36:38.7
4.388205613,-2.418744469,128,36:38.7
4.517451501,-2.194102807,128,36:38.7
4.517451501,-2.194102807,128,36:38.7
4.643620106,-2.237184769,128,36:38.7
4.643620106,-2.237184769,128,36:38.7
4.428210293,-2.624922432,128,36:38.7
4.428210293,-2.624922432,128,36:38.7
4.418978444,-2.631076998,128,36:38.7
4.418978444,-2.631076998,128,36:38.7
4.56668803,-2.532603941,128,36:38.7
4.56668803,-2.532603941,128,36:38.7
4.600538143,-3.929690441,128,36:38.7
4.600538143,-3.929690441,128,36:38.7
4.575919879,-3.551184627,128,36:38.7
4.575919879,-3.551184627,128,36:38.7
4.757479578,-2.147943561,128,36:38.7
4.757479578,-2.147943561,128,36:38.7
4.449751274,-2.938805302,128,36:38.7
4.449751274,-2.938805302,128,36:38.7
4.615924558,-3.154215115,128,36:38.7
4.615924558,-3.154215115,128,36:38.7
4.031240781,-2.914187038,128,36:38.7
4.031240781,-2.914187038,128,36:38.7
4.031240781,-2.914187038,128,36:38.7
4.289732556,-3.468097985,128,36:38.7
4.289732556,-3.468097985,128,36:38.7
4.295887122,-3.224992625,128,36:38.7
4.295887122,-3.224992625,128,36:38.7
4.508219652,-1.88329722,128,36:38.7
4.508219652,-1.88329722,128,36:38.7
4.258959726,-2.098707032,128,36:38.8
4.258959726,-2.098707032,128,36:38.8
4.452828557,-2.615690583,128,36:38.8
4.452828557,-2.615690583,128,36:38.8
4.582074445,-2.403358053,128,36:38.8
4.582074445,-2.403358053,128,36:38.8
4.458983123,-2.187948241,128,36:38.8
4.458983123,-2.187948241,128,36:38.8
4.477446821,-2.51106296,128,36:38.8
4.477446821,-2.51106296,128,36:38.8
4.422055727,-2.831100396,128,36:38.8
4.422055727,-2.831100396,128,36:38.8
4.474369538,-3.526566362,128,36:38.8
4.474369538,-3.526566362,128,36:38.8
4.538992482,-3.569648325,128,36:38.8
4.538992482,-3.569648325,128,36:38.8
4.465137689,-2.828023113,128,36:38.8
4.465137689,-2.828023113,128,36:38.8
4.418978444,-3.366547644,128,36:38.8
4.418978444,-3.366547644,128,36:38.8
4.372819198,-2.938805302,128,36:38.8
4.372819198,-2.938805302,128,36:38.8
4.391282896,-2.006388541,128,36:38.8
4.391282896,-2.006388541,128,36:38.8
4.606692709,-1.837137974,128,36:38.8
4.606692709,-1.837137974,128,36:38.8
4.535915199,-2.424899035,128,36:38.8
4.535915199,-2.424899035,128,36:38.8
4.357432783,-2.994196397,128,36:38.8
4.357432783,-2.994196397,128,36:38.8
4.237418744,-3.157292398,128,36:38.8
4.237418744,-3.157292398,128,36:38.8
4.237418744,-3.157292398,128,36:38.8
4.305118971,-3.209606209,128,36:38.8
4.305118971,-3.209606209,128,36:38.8
4.400514746,-2.723395489,128,36:38.8
4.400514746,-2.723395489,128,36:38.8
4.434364859,-2.498753828,128,36:38.8
4.434364859,-2.498753828,128,36:38.8
4.498987803,-2.815713981,128,36:38.8
4.498987803,-2.815713981,128,36:38.8
4.474369538,-2.621845149,128,36:38.8
4.474369538,-2.621845149,128,36:38.8
4.440519425,-2.547990356,128,36:38.8
4.440519425,-2.547990356,128,36:38.8
4.465137689,-2.668004395,128,36:38.8
4.465137689,-2.668004395,128,36:38.8
4.428210293,-2.880336924,128,36:38.8
4.428210293,-2.880336924,128,36:38.8
4.422055727,-2.828023113,128,36:38.8
4.422055727,-2.828023113,128,36:38.8
4.403592029,-2.671081678,128,36:38.9
4.403592029,-2.671081678,128,36:38.9
4.415901161,-2.501831111,128,36:38.9
4.415901161,-2.501831111,128,36:38.9
4.400514746,-2.655695263,128,36:38.9
4.400514746,-2.655695263,128,36:38.9
4.428210293,-3.061896624,128,36:38.9
4.428210293,-3.061896624,128,36:38.9
4.422055727,-3.237301757,128,36:38.9
4.422055727,-3.237301757,128,36:38.9
4.403592029,-2.991119114,128,36:38.9
4.403592029,-2.991119114,128,36:38.9
4.412823878,-2.535681224,128,36:38.9
4.412823878,-2.535681224,128,36:38.9
4.443596708,-2.85571866,128,36:38.9
4.443596708,-2.85571866,128,36:38.9
4.351278217,-2.504908394,128,36:38.9
4.351278217,-2.504908394,128,36:38.9
4.3543555,-2.394126204,128,36:38.9
4.3543555,-2.394126204,128,36:38.9
4.3543555,-2.394126204,128,36:38.9
4.388205613,-2.704931791,128,36:38.9
4.388205613,-2.704931791,128,36:38.9
4.406669312,-2.82494583,128,36:38.9
4.406669312,-2.82494583,128,36:38.9
4.422055727,-3.02804651,128,36:38.9
4.422055727,-3.02804651,128,36:38.9
4.394360179,-3.391165909,128,36:38.9
4.394360179,-3.391165909,128,36:38.9
4.388205613,-2.729550055,128,36:38.9
4.388205613,-2.729550055,128,36:38.9
4.38512833,-2.33873511,128,36:38.9
4.38512833,-2.33873511,128,36:38.9
4.409746595,-2.455671865,128,36:38.9
4.409746595,-2.455671865,128,36:38.9
4.375896481,-2.652617979,128,36:38.9
4.375896481,-2.652617979,128,36:38.9
4.357432783,-2.735704622,128,36:38.9
4.357432783,-2.735704622,128,36:38.9
4.375896481,-2.723395489,128,36:38.9
4.375896481,-2.723395489,128,36:38.9
4.391282896,-2.788018433,128,36:38.9
4.391282896,-2.788018433,128,36:38.9
4.38512833,-2.861873226,128,36:38.9
4.38512833,-2.861873226,128,36:38.9
4.397437462,-2.846486811,128,36:38.9
